Ticker,Date,Close,RSI,MACD_diff,SMA20,CCI,ADX,Stochastic,RSI_signal,MACD_signal,BB_signal,CCI_signal,Stochastic_signal,Overall_signal
MON,2025-10-30,5.2,84.09,0.0525,4.88,102.74,,81.08,Silne sprzedaj,Kupuj,Trzymaj,Sprzedaj,Sprzedaj,Sprzedaj
MOV,2025-10-30,11.6,4.65,-0.0723,12.5,-100.01,,0.0,Silne Kupuj,Sprzedaj,Trzymaj,Kupuj,Kupuj,Kupuj
MRB,2025-10-30,13.6,57.21,0.0315,13.61,-2.62,,18.37,Trzymaj,Kupuj,Trzymaj,Trzymaj,Kupuj,Kupuj
MRC,2025-10-30,40.5,25.71,-0.0519,41.69,-63.51,,15.62,Silne Kupuj,Sprzedaj,Trzymaj,Trzymaj,Kupuj,Sprzedaj
MSP,2025-10-30,15.35,45.61,-0.0377,15.46,-10.92,,36.0,Trzymaj,Sprzedaj,Trzymaj,Trzymaj,Trzymaj,Sprzedaj
MSW,2025-10-30,7.26,57.69,0.0342,7.1,105.55,,100.0,Trzymaj,Kupuj,Trzymaj,Sprzedaj,Sprzedaj,Sprzedaj
MSZ,2025-10-30,6.7,52.38,-0.0279,6.73,-9.44,,32.14,Trzymaj,Sprzedaj,Trzymaj,Trzymaj,Trzymaj,Sprzedaj
MUR,2025-10-30,37.5,54.0,0.074,37.38,12.99,,87.5,Trzymaj,Kupuj,Trzymaj,Trzymaj,Sprzedaj,Sprzedaj
MVP,2025-10-30,7.74,21.28,-0.0942,8.43,-142.76,,0.0,Silne Kupuj,Sprzedaj,Trzymaj,Kupuj,Kupuj,Kupuj
MWT,2025-10-30,3.96,35.21,-0.0571,4.27,-120.05,,0.0,Kupuj,Sprzedaj,Trzymaj,Kupuj,Kupuj,Kupuj
MXC,2025-10-30,5.3,52.94,0.0381,5.23,31.16,,60.0,Trzymaj,Kupuj,Trzymaj,Trzymaj,Trzymaj,Kupuj
MZA,2025-10-30,10.6,25.0,-0.0377,11.38,-124.23,,0.0,Silne Kupuj,Sprzedaj,Kupuj,Kupuj,Kupuj,Kupuj
NCL,2025-10-30,97.6,15.96,-0.5355,101.68,-129.13,,0.0,Silne Kupuj,Sprzedaj,Trzymaj,Kupuj,Kupuj,Kupuj
NEU,2025-10-30,740.0,57.86,0.4155,723.5,41.24,,64.52,Trzymaj,Kupuj,Trzymaj,Trzymaj,Trzymaj,Kupuj
NNG,2025-10-30,2.5,30.49,-0.0049,2.58,-49.53,,30.0,Kupuj,Sprzedaj,Trzymaj,Trzymaj,Trzymaj,Sprzedaj
NTC,2025-10-30,0.61,33.33,-0.003,0.64,-90.84,,21.74,Kupuj,Sprzedaj,Trzymaj,Trzymaj,Trzymaj,Sprzedaj
NTT,2025-10-30,9.2,36.57,0.063,9.28,-10.4,,79.17,Kupuj,Kupuj,Trzymaj,Trzymaj,Trzymaj,Kupuj
NTU,2025-10-30,5.8,18.82,-0.0675,6.65,-104.31,,0.0,Silne Kupuj,Sprzedaj,Trzymaj,Kupuj,Kupuj,Kupuj
NVA,2025-10-30,16.2,38.33,-0.1049,16.6,-105.0,,11.11,Kupuj,Sprzedaj,Trzymaj,Kupuj,Kupuj,Kupuj
NVG,2025-10-30,1.2,26.39,-0.0041,1.23,-80.42,,0.0,Silne Kupuj,Sprzedaj,Trzymaj,Trzymaj,Kupuj,Sprzedaj
NVT,2025-10-30,109.0,78.0,1.5801,98.82,208.06,,100.0,Silne sprzedaj,Kupuj,Sprzedaj,Sprzedaj,Sprzedaj,Sprzedaj
NWG,2025-10-30,91.0,65.88,0.3614,86.3,144.71,,100.0,Sprzedaj,Kupuj,Trzymaj,Sprzedaj,Sprzedaj,Sprzedaj
NXG,2025-10-30,2.1,37.7,-0.0334,2.33,-94.18,,3.33,Kupuj,Sprzedaj,Trzymaj,Trzymaj,Kupuj,Kupuj
OBL,2025-10-30,38.6,65.0,0.0952,37.79,134.0,,85.71,Sprzedaj,Kupuj,Trzymaj,Sprzedaj,Sprzedaj,Sprzedaj
ODL,2025-10-30,9.24,35.48,-0.0109,9.31,-18.82,,50.0,Kupuj,Sprzedaj,Trzymaj,Trzymaj,Trzymaj,Sprzedaj
OND,2025-10-30,8.76,37.2,0.0012,8.97,-75.48,,13.64,Kupuj,Kupuj,Trzymaj,Trzymaj,Kupuj,Silne Kupuj
ONO,2025-10-30,0.9,40.43,0.0003,0.9,-11.79,,50.0,Trzymaj,Kupuj,Trzymaj,Trzymaj,Trzymaj,Kupuj
OPG,2025-10-30,4.02,45.05,0.0011,4.16,-58.03,,8.7,Trzymaj,Kupuj,Trzymaj,Trzymaj,Kupuj,Kupuj
OPL,2025-10-30,9.12,61.82,0.0316,9.02,34.15,,66.07,Sprzedaj,Kupuj,Trzymaj,Trzymaj,Trzymaj,Sprzedaj
OPM,2025-10-30,3.3,37.14,-0.0173,3.45,-93.32,,26.32,Kupuj,Sprzedaj,Trzymaj,Trzymaj,Trzymaj,Sprzedaj
OPN,2025-10-30,97.6,49.37,-0.5473,98.06,-6.11,,48.48,Trzymaj,Sprzedaj,Trzymaj,Trzymaj,Trzymaj,Sprzedaj
OTM,2025-10-30,4.88,53.92,0.0241,4.84,11.26,,48.57,Trzymaj,Kupuj,Trzymaj,Trzymaj,Trzymaj,Kupuj
OTS,2025-10-30,13.86,32.46,-0.0594,14.16,-53.3,,0.0,Kupuj,Sprzedaj,Trzymaj,Trzymaj,Kupuj,Kupuj
PAS,2025-10-30,89.0,64.0,-0.1864,86.31,52.1,,77.05,Sprzedaj,Sprzedaj,Trzymaj,Trzymaj,Trzymaj,Sprzedaj
PAT,2025-10-30,3.68,45.28,0.001,3.68,4.6,,84.62,Trzymaj,Kupuj,Trzymaj,Trzymaj,Sprzedaj,Sprzedaj
PBF,2025-10-30,0.7,61.36,0.0066,0.63,70.31,,83.33,Sprzedaj,Kupuj,Trzymaj,Trzymaj,Sprzedaj,Sprzedaj
PBX,2025-10-30,14.95,44.19,0.0213,15.12,-39.71,,0.0,Trzymaj,Kupuj,Trzymaj,Trzymaj,Kupuj,Kupuj
PCE,2025-10-30,8.4,45.98,-0.0003,8.47,-57.34,,41.18,Trzymaj,Sprzedaj,Trzymaj,Trzymaj,Trzymaj,Sprzedaj
PCF,2025-10-30,3.96,49.78,0.0584,3.87,25.74,,52.69,Trzymaj,Kupuj,Trzymaj,Trzymaj,Trzymaj,Kupuj
PCO,2025-10-30,28.2,63.88,-0.0943,27.36,27.12,,72.85,Sprzedaj,Sprzedaj,Trzymaj,Trzymaj,Trzymaj,Sprzedaj
PCR,2025-10-30,68.9,50.94,0.1768,67.81,138.39,,100.0,Trzymaj,Kupuj,Sprzedaj,Sprzedaj,Sprzedaj,Sprzedaj
PCX,2025-10-30,2.5,43.59,0.0016,2.53,-41.18,,55.56,Trzymaj,Kupuj,Trzymaj,Trzymaj,Trzymaj,Kupuj
PEN,2025-10-30,2.25,9.09,-0.0213,2.54,-94.23,,0.0,Silne Kupuj,Sprzedaj,Trzymaj,Trzymaj,Kupuj,Sprzedaj
PEO,2025-10-30,193.8,68.6,1.1433,187.6,65.13,,74.91,Sprzedaj,Kupuj,Trzymaj,Trzymaj,Trzymaj,Sprzedaj
PEP,2025-10-30,58.2,40.82,-0.1764,59.47,-93.04,,11.11,Trzymaj,Sprzedaj,Trzymaj,Trzymaj,Kupuj,Sprzedaj
PGE,2025-10-30,11.3,60.85,0.1019,10.82,107.08,,83.28,Sprzedaj,Kupuj,Trzymaj,Sprzedaj,Sprzedaj,Sprzedaj
PGM,2025-10-30,1.88,26.32,-0.0056,1.97,-67.88,,0.0,Silne Kupuj,Sprzedaj,Trzymaj,Trzymaj,Kupuj,Sprzedaj
PGV,2025-10-30,0.63,60.69,0.0072,0.58,47.97,,50.0,Sprzedaj,Kupuj,Trzymaj,Trzymaj,Trzymaj,Sprzedaj
PHN,2025-10-30,9.9,51.16,0.0082,9.84,54.6,,78.57,Trzymaj,Kupuj,Trzymaj,Trzymaj,Trzymaj,Kupuj
PHR,2025-10-30,3.36,41.51,-0.0061,3.42,-40.49,,35.29,Trzymaj,Sprzedaj,Trzymaj,Trzymaj,Trzymaj,Sprzedaj
PJP,2025-10-30,14.95,48.15,0.006,14.91,25.84,,87.5,Trzymaj,Kupuj,Trzymaj,Trzymaj,Sprzedaj,Sprzedaj
PKN,2025-10-30,100.6,82.12,0.8056,92.0,132.1,,100.0,Silne sprzedaj,Kupuj,Trzymaj,Sprzedaj,Sprzedaj,Sprzedaj
PKO,2025-10-30,77.06,63.4,0.2347,75.36,41.85,,72.97,Sprzedaj,Kupuj,Trzymaj,Trzymaj,Trzymaj,Sprzedaj
PKP,2025-10-30,16.11,33.15,-0.0709,16.61,-121.76,,0.0,Kupuj,Sprzedaj,Trzymaj,Kupuj,Kupuj,Kupuj
PLW,2025-10-30,269.5,26.83,-0.6976,274.7,-74.95,,15.0,Silne Kupuj,Sprzedaj,Trzymaj,Trzymaj,Kupuj,Sprzedaj
