Nazwa,Ticker,Kwartał [-],Data publikacji,Kurs [zł],Liczba akcji [-],Przychody ze sprzedaży [tys. zł],Zysk netto [tys. zł],Zysk operacyjny (EBIT) [tys. zł],Wartość księgowa na akcję [zł],Cena/WK [-],Zysk na akcję [zł],Cena/Zysk [-],Przychody ze sprzedaży na akcję [zł],Cena/Przychód [-],Wartość księgowa Grahama na akcję [zł],Cena/Wartość księgowa Grahama [-],ROE [%],ROA [%],Marża zysku netto [%],Nazwa+ticker
FMG,FMG,2016/Q3,2016-11-10,65.73,158080,1112.0,-4243.0,579.0,197.32,0.33,-233.43,,284.23,0.23,176.0,0.37,-118.3,-90.77,-82.13,FMG (FMG)
FMG,FMG,2016/Q4,2017-04-26,58.0,158080,5922.0,11878.0,-1457.0,146.86,0.39,-107.48,,163.63,0.35,144.75,0.4,-73.18,-53.34,-65.68,FMG (FMG)
FMG,FMG,2017/Q1,2017-05-30,56.07,158080,14.0,315.0,-130.0,148.86,0.39,-7.03,,56.02,1.04,146.91,0.39,-4.73,-3.46,-12.56,FMG (FMG)
FMG,FMG,2017/Q2,2017-09-29,50.27,158080,1.0,-156.0,-125.0,81.36,0.69,49.3,1.14,44.59,1.26,51.7,1.08,60.6,39.76,110.57,FMG (FMG)
FMG,FMG,2017/Q3,2017-11-29,,158080,234.0,52.0,0.0,81.69,0.62,76.47,0.66,39.04,1.29,51.9,0.97,93.61,62.44,195.9,FMG (FMG)
FMG,FMG,2017/Q4,2018-04-26,,158080,851.0,316.0,224.0,83.69,0.49,3.33,12.18,6.96,5.83,82.09,0.49,3.98,2.15,47.91,FMG (FMG)
FMG,FMG,2018/Q1,2018-05-29,,158080,123.0,60.0,60.0,84.07,0.41,1.72,20.23,7.65,4.55,-21.75,,2.05,0.6,22.5,FMG (FMG)
FMG,FMG,2018/Q2,2018-09-26,,158080,0.0,-403.0,-787.0,81.52,0.36,0.16,183.37,7.64,3.8,-26.76,,0.19,0.07,2.07,FMG (FMG)
FMG,FMG,2018/Q3,2018-11-28,,158080,289.0,57.0,-89.0,81.88,0.38,0.19,163.0,7.99,3.87,79.36,0.39,0.23,0.08,2.38,FMG (FMG)
FMG,FMG,2018/Q4,2019-04-26,,158080,18081.0,262.0,238.0,82.68,0.0,-0.15,,116.99,0.0,81.34,0.0,-0.18,-0.06,-0.13,FMG (FMG)
FMG,FMG,2019/Q1,2019-05-24,,158080,128.0,119.0,-80.0,83.43,0.34,0.22,126.46,117.02,0.24,80.76,0.35,0.27,0.11,0.19,FMG (FMG)
FMG,FMG,2019/Q2,2019-09-26,16.9,158080,162.0,-4841.0,-4700.0,52.81,0.3,-27.85,,118.04,0.14,38.92,0.41,-52.74,-17.66,-23.6,FMG (FMG)
FMG,FMG,2019/Q3,2019-11-28,,158080,163.0,-14.0,-34.0,52.72,0.32,-28.3,,117.24,0.14,39.67,0.43,-53.68,-17.64,-24.14,FMG (FMG)
FMG,FMG,2019/Q4,2020-06-30,28.0,163814,37244.0,31525.0,39354.0,65.8,0.14,163.53,0.06,230.12,0.04,-313.55,,248.53,24.8,71.06,FMG (FMG)
FMG,FMG,2020/Q1,2020-07-24,27.0,163814,5391.0,3237.0,3266.0,85.56,0.13,182.57,0.06,262.25,0.04,-294.83,,213.38,24.93,69.62,FMG (FMG)
FMG,FMG,2020/Q2,2020-09-30,,163814,7565.0,3866.0,3940.0,109.16,0.26,235.72,0.12,307.44,0.09,-290.52,,215.94,35.05,76.67,FMG (FMG)
FMG,FMG,2020/Q3,2020-11-30,,163814,3424.0,-3672.0,-3674.0,86.74,0.18,213.39,0.08,327.35,0.05,-313.02,,246.0,33.95,65.19,FMG (FMG)
FMG,FMG,2020/Q4,2021-04-30,,163814,4592.0,-8609.0,-7108.0,42.26,0.33,-31.61,,128.02,0.11,-329.83,,-74.8,-5.48,-24.69,FMG (FMG)
FMG,FMG,2021/Q1,2021-05-28,,163814,7504.0,-1402.0,-1239.0,33.7,1.04,-59.93,,140.92,0.25,-336.82,,-177.84,-10.36,-42.53,FMG (FMG)
FMG,FMG,2021/Q2,2021-09-30,,196292,7870.0,-1297.0,-1048.0,74.59,0.38,-76.31,,119.16,0.24,-233.55,,-102.32,-17.32,-64.04,FMG (FMG)
FMG,FMG,2021/Q3,2021-11-29,,196292,7720.0,-17643.0,-17570.0,-15.29,,-147.49,,141.05,0.19,-47.07,,964.39,-44.17,-104.57,FMG (FMG)
FMG,FMG,2021/Q4,2022-04-29,,196292,-3345.0,22279.0,10980.0,106.08,0.14,9.87,1.54,100.61,0.15,82.0,0.19,9.3,3.32,9.81,FMG (FMG)
FMG,FMG,2022/Q1,2022-05-17,,196292,5498.0,523.0,472.0,108.75,0.12,19.67,0.69,90.39,0.15,85.25,0.16,18.09,9.74,21.77,FMG (FMG)
FMG,FMG,2022/Q2,2022-08-11,,196292,7600.0,273.0,155.0,110.14,0.23,27.67,0.9,89.02,0.28,87.36,0.28,25.13,12.59,31.09,FMG (FMG)
FMG,FMG,2022/Q3,2022-11-29,,196292,22313.0,5517.0,2169.0,138.24,0.11,145.66,0.11,163.36,0.09,52.91,0.29,105.37,42.05,89.17,FMG (FMG)
FMG,FMG,2022/Q4,2023-04-28,25.0,196292,14652.0,-652.0,8095.0,134.92,0.22,28.84,1.05,255.04,0.12,77.32,0.39,21.38,7.6,11.31,FMG (FMG)
FMG,FMG,2023/Q1,2023-05-26,24.2,196292,15931.0,10272.0,10162.0,187.25,0.21,78.51,0.5,308.19,0.13,130.2,0.3,41.93,19.82,25.47,FMG (FMG)
FMG,FMG,2023/Q2,2023-09-29,72.0,196292,2527.0,-4571.0,-511.0,163.96,0.37,53.83,1.13,282.35,0.22,90.05,0.68,32.83,14.28,19.06,FMG (FMG)
FMG,FMG,2023/Q3,2023-11-28,62.0,196292,1621.0,-814.0,-2263.0,159.82,0.45,21.58,3.34,176.94,0.41,91.02,0.79,13.5,5.78,12.19,FMG (FMG)
FMG,FMG,2023/Q4,2024-04-19,110.0,196292,18046.0,-93.0,-571.0,154.32,0.32,24.42,2.03,194.23,0.26,50.57,0.98,15.83,6.43,12.57,FMG (FMG)
FMG,FMG,2024/Q1,2024-05-16,101.0,196292,29737.0,7927.0,8670.0,194.7,0.53,12.48,8.34,264.56,0.39,92.09,1.13,6.41,2.57,4.72,FMG (FMG)
FMG,FMG,2024/Q2,2024-09-30,90.0,196292,40869.0,1813.0,1390.0,203.94,0.49,45.0,2.23,459.89,0.22,68.26,1.47,22.06,9.13,9.78,FMG (FMG)
FMG,FMG,2024/Q3,2024-11-28,109.5,196292,34484.0,-1643.0,730.0,195.57,0.46,40.78,2.21,627.31,0.14,32.78,2.75,20.85,7.92,6.5,FMG (FMG)
FMG,FMG,2024/Q4,2025-04-29,94.4,237743,36635.0,1429.0,8949.0,202.35,0.43,40.07,2.19,596.13,0.15,-99.29,,19.8,6.66,6.72,FMG (FMG)
FMG,FMG,2025/Q1,2025-05-29,113.5,343511,27817.0,3312.0,2786.0,211.27,0.5,14.3,7.34,406.99,0.26,4.8,21.89,6.77,4.61,3.51,FMG (FMG)
FMG,FMG,2025/Q2,2025-09-30,97.0,343511,28303.0,1419.0,1709.0,217.08,0.53,13.15,8.78,370.41,0.31,-27.73,,6.06,3.86,3.55,FMG (FMG)
FERRO,FRO,2010/Q4,2011-03-03,4.52,10479166,38763.0,200.0,221.0,6.32,1.74,0.97,11.29,15.85,0.69,3.01,3.66,15.42,8.0,6.15,FERRO (FRO)
FERRO,FRO,2011/Q1,2011-05-12,4.07,10479166,38154.0,2764.0,4784.0,6.52,1.44,1.0,9.42,16.28,0.58,3.24,2.9,15.29,8.23,6.13,FERRO (FRO)
FERRO,FRO,2011/Q2,2011-08-16,2.91,21183332,72690.0,3283.0,9072.0,7.35,1.16,0.56,15.32,9.71,0.88,-2.36,,7.55,3.37,5.72,FERRO (FRO)
FERRO,FRO,2011/Q3,2011-11-14,2.43,21183332,79336.0,6848.0,13148.0,8.28,0.71,0.62,9.54,10.81,0.55,-2.27,,7.46,3.47,5.72,FERRO (FRO)
FERRO,FRO,2011/Q4,2012-03-15,3.86,21183332,69613.0,5218.0,6571.0,8.38,0.62,0.86,6.08,12.26,0.42,-1.83,,10.2,5.2,6.97,FERRO (FRO)
FERRO,FRO,2012/Q1,2012-05-14,3.34,21183332,67287.0,5015.0,8376.0,8.41,1.12,0.96,9.83,13.64,0.69,-1.56,,11.43,5.81,7.05,FERRO (FRO)
FERRO,FRO,2012/Q2,2012-08-27,2.74,21183332,72999.0,2234.0,5845.0,8.25,0.96,0.91,8.65,13.65,0.58,-1.74,,11.05,5.33,6.68,FERRO (FRO)
FERRO,FRO,2012/Q3,2012-11-12,2.83,21183332,73630.0,6163.0,8076.0,8.38,0.72,0.88,6.82,13.38,0.45,-1.44,,10.5,5.15,6.57,FERRO (FRO)
FERRO,FRO,2012/Q4,2013-03-13,2.84,21183332,62169.0,3994.0,5825.0,8.5,0.73,0.82,7.55,13.03,0.48,-1.24,,9.67,5.06,6.3,FERRO (FRO)
FERRO,FRO,2013/Q1,2013-05-14,2.88,21183332,61456.0,5245.0,8805.0,8.75,0.73,0.83,7.69,12.76,0.5,-0.98,,9.52,5.29,6.53,FERRO (FRO)
FERRO,FRO,2013/Q2,2013-08-14,3.63,21183332,67510.0,5119.0,8183.0,8.96,0.89,0.97,8.23,12.5,0.64,-1.01,,10.81,6.09,7.75,FERRO (FRO)
FERRO,FRO,2013/Q3,2013-11-12,5.34,21183332,79195.0,7069.0,10399.0,9.1,1.04,1.01,9.39,12.76,0.74,-0.66,,11.12,6.36,7.93,FERRO (FRO)
FERRO,FRO,2013/Q4,2014-03-20,5.6,21183332,62036.0,4372.0,5498.0,8.73,1.23,1.03,10.44,12.76,0.84,-0.35,,11.79,6.71,8.07,FERRO (FRO)
FERRO,FRO,2014/Q1,2014-05-14,5.46,21183332,65384.0,5553.0,10461.0,9.01,1.42,1.04,12.26,12.94,0.99,0.61,20.99,11.59,6.78,8.07,FERRO (FRO)
FERRO,FRO,2014/Q2,2014-08-26,4.91,21339587,65055.0,8436.0,8185.0,8.28,1.29,1.19,8.96,12.73,0.84,-0.0,,14.39,7.43,9.36,FERRO (FRO)
FERRO,FRO,2014/Q3,2014-11-12,5.03,21339587,77614.0,7793.0,11745.0,8.66,1.25,1.23,8.81,12.66,0.85,0.34,31.33,14.16,7.61,9.68,FERRO (FRO)
FERRO,FRO,2014/Q4,2015-03-19,5.69,21242655,62692.0,2217.0,7597.0,8.9,1.04,1.13,8.21,12.75,0.73,0.51,18.13,12.69,7.48,8.86,FERRO (FRO)
FERRO,FRO,2015/Q1,2015-05-14,6.26,21242655,70286.0,5960.0,9976.0,8.95,1.16,1.15,9.05,12.98,0.8,0.8,13.04,12.84,7.78,8.85,FERRO (FRO)
FERRO,FRO,2015/Q2,2015-08-27,5.81,21242655,70981.0,5964.0,8043.0,8.47,1.28,1.03,10.51,13.26,0.82,0.07,145.51,12.19,6.46,7.79,FERRO (FRO)
FERRO,FRO,2015/Q3,2015-11-12,5.86,21242655,79917.0,7504.0,9678.0,8.91,1.17,1.02,10.22,13.36,0.78,0.41,25.59,11.43,6.15,7.62,FERRO (FRO)
FERRO,FRO,2015/Q4,2016-03-10,5.93,21242655,70916.0,2872.0,5320.0,9.13,1.13,1.05,9.81,13.75,0.75,0.51,20.05,11.49,6.95,7.63,FERRO (FRO)
FERRO,FRO,2016/Q1,2016-05-12,6.15,21242655,80885.0,8112.0,10515.0,9.52,1.12,1.15,9.24,14.25,0.75,0.9,11.83,12.09,7.1,8.08,FERRO (FRO)
FERRO,FRO,2016/Q2,2016-08-11,6.73,21242655,81576.0,6794.0,9275.0,9.39,1.09,1.19,8.57,14.75,0.69,0.49,20.86,12.68,7.15,8.07,FERRO (FRO)
FERRO,FRO,2016/Q3,2016-11-10,7.51,21242655,87177.0,9848.0,13174.0,9.66,1.29,1.3,9.6,15.09,0.83,1.0,12.48,13.46,7.77,8.62,FERRO (FRO)
FERRO,FRO,2016/Q4,2017-03-21,8.22,21242655,82852.0,4333.0,8157.0,10.06,1.21,1.37,8.88,15.65,0.78,1.22,9.93,13.61,8.52,8.75,FERRO (FRO)
FERRO,FRO,2017/Q1,2017-05-10,10.53,21242655,92254.0,12453.0,14304.0,10.25,1.36,1.57,8.83,16.19,0.86,1.76,7.91,15.36,9.18,9.72,FERRO (FRO)
FERRO,FRO,2017/Q2,2017-08-17,10.7,21242655,85817.0,8913.0,9679.0,9.74,1.82,1.67,10.61,16.39,1.08,0.97,18.35,17.19,9.36,10.21,FERRO (FRO)
FERRO,FRO,2017/Q3,2017-11-14,9.66,21242655,101037.0,11849.0,15640.0,10.52,1.49,1.77,8.88,17.04,0.92,1.52,10.36,16.81,10.03,10.37,FERRO (FRO)
FERRO,FRO,2017/Q4,2018-04-17,9.19,21242655,85571.0,-22151.0,8125.0,9.34,1.78,0.52,31.97,17.17,0.97,0.5,33.58,5.58,3.03,3.03,FERRO (FRO)
FERRO,FRO,2018/Q1,2018-05-17,9.6,21242655,99278.0,13372.0,15529.0,10.1,1.37,0.56,24.55,17.5,0.79,1.09,12.76,5.58,2.95,3.22,FERRO (FRO)
FERRO,FRO,2018/Q2,2018-08-22,8.28,21242655,95285.0,7106.0,12791.0,10.22,1.32,0.48,28.18,17.94,0.75,0.97,13.93,4.69,2.44,2.67,FERRO (FRO)
FERRO,FRO,2018/Q3,2018-11-15,8.27,21242655,107484.0,11857.0,16291.0,10.67,1.24,0.48,27.53,18.25,0.72,1.42,9.27,4.49,2.38,2.63,FERRO (FRO)
FERRO,FRO,2018/Q4,2019-03-29,9.63,21242655,103524.0,5374.0,8947.0,10.98,1.27,1.78,7.83,19.09,0.73,1.69,8.2,16.17,9.65,9.3,FERRO (FRO)
FERRO,FRO,2019/Q1,2019-05-16,8.92,21242655,109439.0,13004.0,17498.0,11.6,1.28,1.76,8.48,19.57,0.76,2.3,6.48,15.16,8.93,8.98,FERRO (FRO)
FERRO,FRO,2019/Q2,2019-09-13,8.82,21242655,105820.0,9521.0,12667.0,10.96,1.34,1.87,7.85,20.07,0.73,1.36,10.79,17.08,9.43,9.33,FERRO (FRO)
FERRO,FRO,2019/Q3,2019-11-18,9.07,21242655,122085.0,14542.0,19816.0,11.75,1.17,2.0,6.86,20.75,0.66,2.04,6.71,17.0,9.3,9.63,FERRO (FRO)
FERRO,FRO,2019/Q4,2020-03-30,8.54,21242655,113913.0,2933.0,10621.0,11.78,1.28,1.88,8.02,21.24,0.71,2.13,7.08,15.98,9.72,8.86,FERRO (FRO)
FERRO,FRO,2020/Q1,2020-05-19,9.52,21242655,124754.0,16524.0,20030.0,12.5,1.02,2.05,6.2,21.96,0.58,2.88,4.4,16.39,9.11,9.33,FERRO (FRO)
FERRO,FRO,2020/Q2,2020-09-17,13.18,21242655,112012.0,12347.0,15428.0,13.09,1.38,2.18,8.25,22.26,0.81,3.45,5.22,16.67,9.32,9.8,FERRO (FRO)
FERRO,FRO,2020/Q3,2020-11-19,13.11,21242655,147684.0,23594.0,27648.0,13.83,1.37,2.61,7.29,23.46,0.81,4.15,4.57,18.86,10.29,11.12,FERRO (FRO)
FERRO,FRO,2020/Q4,2021-03-31,19.24,21242655,134640.0,9615.0,12668.0,14.74,1.7,2.92,8.56,24.44,1.02,4.62,5.41,19.82,12.15,11.96,FERRO (FRO)
FERRO,FRO,2021/Q1,2021-05-27,23.16,21242655,163292.0,17805.0,23752.0,15.75,1.71,2.98,9.06,26.25,1.03,3.74,7.23,18.92,10.01,11.35,FERRO (FRO)
FERRO,FRO,2021/Q2,2021-09-30,26.82,21242655,219284.0,58937.0,31104.0,16.2,2.17,5.12,6.85,31.3,1.12,4.14,8.48,31.61,14.8,16.36,FERRO (FRO)
FERRO,FRO,2021/Q3,2021-11-29,26.06,21242655,225932.0,21791.0,29941.0,17.49,2.04,5.03,7.08,34.98,1.02,4.87,7.31,28.76,14.33,14.38,FERRO (FRO)
FERRO,FRO,2021/Q4,2022-03-30,23.28,21242655,221995.0,11036.0,21811.0,18.19,1.83,5.08,6.56,39.1,0.85,5.08,6.55,27.91,15.16,12.98,FERRO (FRO)
FERRO,FRO,2022/Q1,2022-05-25,20.49,21242655,255704.0,21732.0,32154.0,19.52,1.6,5.25,5.97,43.45,0.72,6.04,5.18,26.88,13.63,12.07,FERRO (FRO)
FERRO,FRO,2022/Q2,2022-09-20,20.36,21242655,224207.0,19010.0,26554.0,18.81,1.51,3.4,8.38,43.68,0.65,5.3,5.37,18.07,8.92,7.78,FERRO (FRO)
FERRO,FRO,2022/Q3,2022-11-18,19.16,21242655,225968.0,14004.0,27636.0,19.99,1.18,3.02,7.77,43.68,0.54,5.93,3.97,15.13,7.46,6.92,FERRO (FRO)
FERRO,FRO,2022/Q4,2023-03-30,20.36,21242655,209017.0,11745.0,19273.0,20.66,0.97,3.08,6.49,43.07,0.46,6.19,3.23,14.9,8.66,7.15,FERRO (FRO)
FERRO,FRO,2023/Q1,2023-05-29,24.36,21242655,207430.0,17703.0,24921.0,21.76,1.16,2.9,8.7,40.8,0.62,7.02,3.59,13.32,7.56,7.1,FERRO (FRO)
FERRO,FRO,2023/Q2,2023-09-27,23.45,21242655,182627.0,12512.0,20066.0,20.17,1.48,2.61,11.4,38.84,0.77,5.61,5.31,12.96,6.97,6.73,FERRO (FRO)
FERRO,FRO,2023/Q3,2023-11-28,22.35,21242655,212601.0,21231.0,30554.0,21.32,1.31,2.96,9.45,38.21,0.73,6.38,4.39,13.89,7.46,7.75,FERRO (FRO)
FERRO,FRO,2023/Q4,2024-03-27,28.15,21242655,200561.0,15935.0,24585.0,21.24,1.48,3.16,9.95,37.81,0.83,7.06,4.45,14.86,8.72,8.35,FERRO (FRO)
FERRO,FRO,2024/Q1,2024-05-22,32.19,21242655,199406.0,16674.0,26170.0,21.71,1.63,3.12,11.35,37.43,0.95,7.99,4.43,14.38,9.35,8.34,FERRO (FRO)
FERRO,FRO,2024/Q2,2024-09-17,31.81,21242655,179923.0,16577.0,21330.0,19.48,2.05,3.31,12.09,37.31,1.07,5.69,7.03,16.98,9.86,8.87,FERRO (FRO)
FERRO,FRO,2024/Q3,2024-11-13,31.62,21242655,205280.0,27427.0,33799.0,20.58,1.65,3.59,9.47,36.96,0.92,7.04,4.83,17.45,9.7,9.72,FERRO (FRO)
FERRO,FRO,2024/Q4,2025-03-31,33.09,21242655,198760.0,11886.0,20322.0,21.12,1.7,3.4,10.56,36.88,0.97,7.29,4.93,16.1,9.66,9.22,FERRO (FRO)
FERRO,FRO,2025/Q1,2025-05-26,31.62,21242655,195800.0,20243.0,24354.0,21.96,1.64,3.56,10.12,36.71,0.98,8.37,4.3,16.19,9.55,9.69,FERRO (FRO)
FERRO,FRO,2025/Q2,2025-09-18,32.8,21242655,173771.0,10532.0,12025.0,19.54,1.84,3.27,11.0,36.42,0.99,5.73,6.28,16.75,8.89,8.99,FERRO (FRO)
FASING,FSG,2005/Q4,2006-02-14,5.88,3107249,24125.0,872.0,1938.0,14.26,0.42,0.47,12.8,27.92,0.22,4.29,1.41,3.31,1.76,1.69,FASING (FSG)
FASING,FSG,2006/Q1,2006-04-28,5.85,3107249,24693.0,-254.0,375.0,14.18,0.61,0.24,35.88,29.06,0.3,4.53,1.91,1.7,0.84,0.83,FASING (FSG)
FASING,FSG,2006/Q2,2006-08-04,5.55,3107249,21951.0,555.0,1020.0,14.33,0.58,0.35,23.57,29.7,0.28,5.23,1.59,2.46,1.3,1.19,FASING (FSG)
FASING,FSG,2006/Q3,2006-10-31,7.35,3107249,21715.0,1726.0,2999.0,14.89,0.69,0.93,10.99,29.76,0.34,5.58,1.84,6.27,3.39,3.13,FASING (FSG)
FASING,FSG,2006/Q4,2007-02-14,16.58,3107249,19892.0,-558.0,707.0,14.88,0.96,0.47,30.14,28.4,0.5,5.22,2.73,3.18,1.72,1.66,FASING (FSG)
FASING,FSG,2007/Q1,2007-04-27,21.26,3107249,24632.0,2839.0,4206.0,15.27,1.7,1.29,20.1,28.38,0.92,6.42,4.05,8.47,4.49,4.56,FASING (FSG)
FASING,FSG,2007/Q2,2007-08-06,19.29,3107249,19768.0,1088.0,1719.0,16.3,2.14,1.58,22.06,27.68,1.26,6.63,5.25,9.68,5.32,5.7,FASING (FSG)
FASING,FSG,2007/Q3,2007-10-31,22.85,3107249,23908.0,9138.0,3086.0,19.08,1.38,3.95,6.65,28.39,0.92,11.18,2.35,20.68,10.1,13.91,FASING (FSG)
FASING,FSG,2007/Q4,2008-02-14,14.89,3107249,23734.0,-1174.0,-641.0,19.25,1.08,3.89,5.32,29.62,0.7,10.09,2.05,20.22,10.11,13.14,FASING (FSG)
FASING,FSG,2008/Q1,2008-04-30,12.63,3107249,21310.0,1366.0,2126.0,13.75,1.39,3.38,5.67,28.55,0.67,8.93,2.14,24.56,9.18,11.83,FASING (FSG)
FASING,FSG,2008/Q2,2008-08-04,9.84,3107249,21412.0,255.0,1273.0,18.88,0.73,3.15,4.34,29.08,0.47,8.13,1.68,16.7,8.4,10.84,FASING (FSG)
FASING,FSG,2008/Q3,2008-11-04,7.02,3107249,22999.0,2705.0,3817.0,19.9,0.6,1.05,11.4,28.79,0.42,7.15,1.68,5.28,2.73,3.65,FASING (FSG)
FASING,FSG,2008/Q4,2009-03-02,5.38,3107249,24636.0,633.0,-414.0,20.33,0.45,1.36,6.75,29.08,0.32,6.69,1.37,6.7,2.32,4.68,FASING (FSG)
FASING,FSG,2009/Q1,2009-05-15,9.0,3107249,43820.0,2910.0,3802.0,21.49,0.44,2.09,4.53,36.32,0.26,5.58,1.69,9.71,3.54,5.74,FASING (FSG)
FASING,FSG,2009/Q2,2009-08-31,12.7,3107249,39690.0,-2014.0,-429.0,20.97,0.71,1.4,10.56,42.21,0.35,6.73,2.2,6.68,2.54,3.32,FASING (FSG)
FASING,FSG,2009/Q3,2009-11-13,12.3,3107249,34731.0,107.0,1040.0,19.43,0.94,0.57,32.22,45.98,0.4,6.95,2.63,2.92,1.07,1.23,FASING (FSG)
FASING,FSG,2009/Q4,2010-03-01,9.37,3107249,37866.0,4492.0,5405.0,21.47,0.81,1.43,12.12,50.24,0.35,4.83,3.6,6.68,2.54,2.85,FASING (FSG)
FASING,FSG,2010/Q1,2010-05-14,11.24,3107249,33745.0,32.0,755.0,21.47,0.79,0.63,26.92,47.0,0.36,5.26,3.21,2.92,1.11,1.34,FASING (FSG)
FASING,FSG,2010/Q2,2010-08-31,13.66,3107249,35399.0,3348.0,4063.0,22.38,0.67,1.98,7.6,45.62,0.33,6.04,2.49,8.84,3.29,4.34,FASING (FSG)
FASING,FSG,2010/Q3,2010-11-15,20.37,3107249,37441.0,-544.0,1276.0,21.87,0.88,1.99,9.62,46.49,0.41,5.58,3.43,9.1,3.33,4.28,FASING (FSG)
FASING,FSG,2010/Q4,2011-03-01,13.22,3107249,44567.0,-918.0,-496.0,21.61,1.04,0.7,31.81,48.65,0.46,4.96,4.51,3.25,1.13,1.45,FASING (FSG)
FASING,FSG,2011/Q1,2011-05-13,13.14,3107249,40487.0,5097.0,6256.0,23.06,0.72,1.82,9.14,50.81,0.33,6.48,2.56,7.87,2.87,3.57,FASING (FSG)
FASING,FSG,2011/Q2,2011-08-31,12.23,3107249,42365.0,2736.0,4114.0,23.15,0.88,1.72,11.81,53.06,0.38,6.8,2.99,7.44,2.67,3.25,FASING (FSG)
FASING,FSG,2011/Q3,2011-11-14,10.95,3107249,50112.0,3751.0,4555.0,24.98,0.53,2.72,4.84,57.13,0.23,9.42,1.4,10.88,4.07,4.76,FASING (FSG)
FASING,FSG,2011/Q4,2012-02-29,17.27,3107249,57181.0,1643.0,2803.0,26.01,0.65,3.7,4.54,61.19,0.27,7.6,2.21,14.23,5.34,6.05,FASING (FSG)
FASING,FSG,2012/Q1,2012-05-15,16.82,3107249,55747.0,4899.0,7838.0,26.83,0.86,3.93,5.86,66.11,0.35,9.05,2.54,14.64,5.6,5.94,FASING (FSG)
FASING,FSG,2012/Q2,2012-08-31,17.62,3107249,57141.0,5111.0,6476.0,28.23,0.91,4.66,5.51,70.86,0.36,9.37,2.74,16.52,6.42,6.58,FASING (FSG)
FASING,FSG,2012/Q3,2012-11-14,20.55,3107249,48635.0,2344.0,3897.0,28.58,0.85,4.42,5.52,70.39,0.35,10.61,2.3,15.45,6.08,6.28,FASING (FSG)
FASING,FSG,2012/Q4,2013-02-28,17.4,3107249,48023.0,965.0,1018.0,28.77,0.93,3.98,6.7,67.44,0.4,12.26,2.17,13.84,5.66,5.9,FASING (FSG)
FASING,FSG,2013/Q1,2013-05-15,17.22,3107249,40079.0,1429.0,2242.0,30.29,0.78,2.99,7.85,62.4,0.38,8.45,2.78,9.88,4.1,4.8,FASING (FSG)
FASING,FSG,2013/Q2,2013-08-30,15.15,3107249,47288.0,4462.0,5736.0,30.64,0.68,2.91,7.11,59.22,0.35,13.19,1.57,9.5,3.8,4.92,FASING (FSG)
FASING,FSG,2013/Q3,2013-11-14,17.21,3107249,45413.0,321.0,1903.0,30.56,0.74,2.52,9.0,58.19,0.39,12.69,1.79,8.25,3.39,4.33,FASING (FSG)
FASING,FSG,2013/Q4,2014-02-28,14.49,3107249,52428.0,2028.0,5335.0,30.95,0.62,3.02,6.39,59.61,0.32,7.32,2.63,9.75,3.91,5.06,FASING (FSG)
FASING,FSG,2014/Q1,2014-05-14,12.8,3107249,56203.0,3630.0,8494.0,31.77,0.55,3.68,4.79,64.79,0.27,9.12,1.93,11.58,4.82,5.68,FASING (FSG)
FASING,FSG,2014/Q2,2014-08-28,13.51,3107249,44249.0,856.0,-158.0,30.96,0.64,2.53,7.9,63.82,0.31,8.1,2.46,8.16,3.24,3.96,FASING (FSG)
FASING,FSG,2014/Q3,2014-11-13,13.93,3107249,51850.0,3877.0,6306.0,32.75,0.52,3.41,4.96,65.89,0.26,11.4,1.48,10.4,4.07,5.17,FASING (FSG)
FASING,FSG,2014/Q4,2015-02-27,14.91,3107249,54360.0,187.0,3943.0,32.92,0.52,2.77,6.15,66.51,0.26,12.62,1.35,8.4,3.32,4.16,FASING (FSG)
FASING,FSG,2015/Q1,2015-05-15,13.45,3107249,70694.0,3657.0,6872.0,34.16,0.51,2.71,6.39,71.17,0.24,14.63,1.18,7.93,3.05,3.8,FASING (FSG)
FASING,FSG,2015/Q2,2015-08-28,13.01,3107249,76160.0,4032.0,5304.0,34.66,0.52,3.78,4.78,81.44,0.22,15.42,1.17,10.9,4.01,4.64,FASING (FSG)
FASING,FSG,2015/Q3,2015-11-10,13.28,3107249,58363.0,3852.0,5407.0,35.97,0.49,3.62,4.89,83.54,0.21,17.48,1.01,10.07,3.95,4.34,FASING (FSG)
FASING,FSG,2015/Q4,2016-02-29,13.77,3107249,47208.0,-4439.0,-1715.0,35.02,0.5,1.1,15.86,81.24,0.21,14.21,1.22,3.13,1.19,1.35,FASING (FSG)
FASING,FSG,2016/Q1,2016-05-13,13.18,3107249,46911.0,779.0,2872.0,35.18,0.45,0.3,53.19,73.58,0.22,14.97,1.06,0.85,0.34,0.4,FASING (FSG)
FASING,FSG,2016/Q2,2016-08-30,12.16,3107249,45629.0,2017.0,2942.0,35.32,0.44,-0.46,,63.76,0.24,17.55,0.88,-1.31,-0.53,-0.72,FASING (FSG)
FASING,FSG,2016/Q3,2016-11-14,12.25,3107249,38762.0,1512.0,3471.0,35.69,0.42,-1.09,,57.45,0.26,15.43,0.98,-3.07,-1.29,-1.91,FASING (FSG)
FASING,FSG,2016/Q4,2017-02-28,12.67,3107249,43473.0,-894.0,-428.0,35.78,0.4,1.13,12.59,56.25,0.25,15.03,0.94,3.15,1.32,2.0,FASING (FSG)
