Nazwa,Ticker,Kwartał [-],Data publikacji,Kurs [zł],Liczba akcji [-],Przychody ze sprzedaży [tys. zł],Zysk netto [tys. zł],Zysk operacyjny (EBIT) [tys. zł],Wartość księgowa na akcję [zł],Cena/WK [-],Zysk na akcję [zł],Cena/Zysk [-],Przychody ze sprzedaży na akcję [zł],Cena/Przychód [-],Wartość księgowa Grahama na akcję [zł],Cena/Wartość księgowa Grahama [-],ROE [%],ROA [%],Marża zysku netto [%],Nazwa+ticker
FASING,FSG,2017/Q1,2017-05-19,13.65,3107249,46636.0,372.0,3950.0,35.43,0.48,0.97,17.77,56.16,0.31,15.4,1.11,2.73,1.16,1.72,FASING (FSG)
FASING,FSG,2017/Q2,2017-08-31,17.42,3107249,43379.0,1873.0,2778.0,35.05,0.54,1.0,18.88,55.43,0.34,15.12,1.25,2.86,1.2,1.81,FASING (FSG)
FASING,FSG,2017/Q3,2017-11-17,15.21,3107249,44210.0,712.0,2301.0,35.3,0.52,0.72,25.36,57.19,0.32,15.21,1.2,2.03,0.86,1.25,FASING (FSG)
FASING,FSG,2017/Q4,2018-04-27,,3107249,49062.0,-2231.0,2889.0,34.26,0.49,0.37,45.31,58.99,0.28,14.53,1.16,1.08,0.42,0.63,FASING (FSG)
FASING,FSG,2018/Q1,2018-05-25,14.72,3107249,52851.0,9201.0,11387.0,37.21,0.46,3.1,5.49,60.99,0.28,18.23,0.93,8.32,3.19,5.08,FASING (FSG)
FASING,FSG,2018/Q2,2018-08-31,15.24,3107249,54546.0,7869.0,9172.0,38.97,0.4,4.83,3.21,64.58,0.24,18.46,0.84,12.39,4.82,7.48,FASING (FSG)
FASING,FSG,2018/Q3,2018-11-29,14.63,3107249,60228.0,6182.0,9503.0,40.71,0.4,6.67,2.43,69.74,0.23,19.72,0.82,16.38,6.71,9.56,FASING (FSG)
FASING,FSG,2018/Q4,2019-04-26,18.95,3107249,45652.0,-1171.0,1828.0,40.34,0.41,6.85,2.42,68.64,0.24,17.14,0.97,16.98,6.49,9.98,FASING (FSG)
FASING,FSG,2019/Q1,2019-05-28,16.07,3107249,63338.0,10409.0,11510.0,43.75,0.38,7.16,2.32,72.01,0.23,21.07,0.79,16.37,6.68,9.95,FASING (FSG)
FASING,FSG,2019/Q2,2019-08-29,14.18,3107249,51851.0,5106.0,9421.0,43.41,0.39,6.11,2.74,71.15,0.24,21.17,0.79,14.08,5.6,8.59,FASING (FSG)
FASING,FSG,2019/Q3,2019-11-26,14.86,3107249,46938.0,4116.0,5117.0,44.86,0.32,5.31,2.69,66.87,0.21,23.95,0.6,11.83,4.94,7.94,FASING (FSG)
FASING,FSG,2019/Q4,2020-05-08,11.29,3107249,43662.0,-3255.0,2496.0,43.54,0.34,4.65,3.21,66.23,0.23,23.44,0.64,10.68,4.44,7.02,FASING (FSG)
FASING,FSG,2020/Q1,2020-06-18,13.2,3107249,43587.0,4677.0,7151.0,44.83,0.26,2.49,4.75,59.87,0.2,24.99,0.47,5.56,2.34,4.16,FASING (FSG)
FASING,FSG,2020/Q2,2020-09-16,11.39,3107249,36182.0,2481.0,1642.0,45.42,0.3,1.93,6.93,54.83,0.24,26.52,0.51,4.26,2.01,3.53,FASING (FSG)
FASING,FSG,2020/Q3,2020-11-26,10.02,3107249,32908.0,-693.0,390.0,45.0,0.25,0.38,30.17,50.31,0.23,27.02,0.42,0.84,0.39,0.75,FASING (FSG)
FASING,FSG,2020/Q4,2021-04-30,11.14,3107249,40478.0,3314.0,6596.0,47.84,0.22,2.75,3.84,49.29,0.21,19.79,0.53,5.75,2.81,5.58,FASING (FSG)
FASING,FSG,2021/Q1,2021-05-27,12.71,3107249,47861.0,2361.0,3119.0,48.65,0.23,2.41,4.64,50.67,0.22,21.88,0.51,4.96,2.47,4.76,FASING (FSG)
FASING,FSG,2021/Q2,2021-09-23,13.15,3107249,43421.0,-699.0,2880.0,48.44,0.26,1.53,8.24,52.99,0.24,20.84,0.6,3.16,1.54,2.89,FASING (FSG)
FASING,FSG,2021/Q3,2021-11-25,12.51,3107249,49253.0,4265.0,3426.0,50.06,0.32,3.27,4.84,58.26,0.27,21.63,0.73,6.54,3.15,5.62,FASING (FSG)
FASING,FSG,2021/Q4,2022-04-28,12.71,3107249,63134.0,-1063.0,1778.0,49.17,0.27,1.53,8.75,65.55,0.2,22.17,0.6,3.11,1.47,2.34,FASING (FSG)
FASING,FSG,2022/Q1,2022-05-26,12.81,3107249,49286.0,1411.0,2168.0,49.68,0.28,1.2,11.52,66.01,0.21,23.68,0.58,2.42,1.1,1.82,FASING (FSG)
FASING,FSG,2022/Q2,2022-09-22,14.18,3107249,55439.0,3323.0,4422.0,51.09,0.25,2.28,5.54,69.87,0.18,25.35,0.5,4.47,2.09,3.27,FASING (FSG)
FASING,FSG,2022/Q3,2022-11-24,12.95,3107249,73490.0,1461.0,2779.0,51.89,0.26,1.5,8.93,77.67,0.17,24.08,0.56,2.89,1.38,1.93,FASING (FSG)
FASING,FSG,2022/Q4,2023-04-28,12.71,3107249,71191.0,-4760.0,3672.0,46.53,0.28,0.64,20.24,80.27,0.16,13.38,0.97,1.38,0.62,0.8,FASING (FSG)
FASING,FSG,2023/Q1,2023-05-25,12.51,3107249,73557.0,111.0,3882.0,46.75,0.27,0.38,33.13,88.08,0.14,12.0,1.06,0.82,0.36,0.44,FASING (FSG)
FASING,FSG,2023/Q2,2023-09-28,13.35,3107249,75211.0,4651.0,14540.0,47.53,0.28,0.82,16.11,94.44,0.14,7.55,1.75,1.73,0.8,0.87,FASING (FSG)
FASING,FSG,2023/Q3,2023-11-23,13.0,3107249,65025.0,8199.0,11127.0,50.19,0.27,2.68,4.98,91.72,0.15,9.95,1.34,5.35,2.68,2.93,FASING (FSG)
FASING,FSG,2023/Q4,2024-04-25,13.6,3107249,79388.0,4037.0,8522.0,51.15,0.28,5.23,2.77,94.35,0.15,11.37,1.28,10.23,5.12,5.55,FASING (FSG)
FASING,FSG,2024/Q1,2024-05-28,14.0,3107249,67455.0,3841.0,6567.0,52.11,0.26,6.11,2.18,92.39,0.14,12.08,1.11,11.73,6.05,6.62,FASING (FSG)
FASING,FSG,2024/Q2,2024-09-18,13.5,3107249,69941.0,3804.0,6680.0,53.26,0.26,5.88,2.35,90.69,0.15,12.81,1.08,11.03,5.65,6.48,FASING (FSG)
FASING,FSG,2024/Q3,2024-11-21,12.4,3107249,62056.0,1075.0,4833.0,54.07,0.24,3.68,3.53,89.74,0.14,13.96,0.93,6.81,3.65,4.1,FASING (FSG)
FASING,FSG,2024/Q4,2025-04-28,12.0,3107249,67422.0,6824.0,7666.0,56.51,0.2,4.52,2.48,85.89,0.13,15.61,0.72,7.99,4.22,5.26,FASING (FSG)
FASING,FSG,2025/Q1,2025-05-12,11.6,3107249,60771.0,244.0,6393.0,56.44,0.22,3.5,3.57,83.74,0.15,16.3,0.77,6.21,3.2,4.18,FASING (FSG)
FASING,FSG,2025/Q2,2025-09-30,12.7,3107249,61521.0,1149.0,8436.0,56.78,0.21,2.69,4.39,81.03,0.15,17.09,0.69,4.73,2.46,3.32,FASING (FSG)
FORTE,FTE,2005/Q4,2006-02-27,8.69,23683084,120087.0,4332.0,1819.0,10.46,1.32,0.71,19.53,17.11,0.81,0.33,41.56,6.76,3.87,4.13,FORTE (FTE)
FORTE,FTE,2006/Q1,2006-05-04,9.03,23748084,107059.0,105.0,664.0,10.1,1.58,0.53,30.0,17.39,0.92,1.04,15.39,5.26,2.95,3.06,FORTE (FTE)
FORTE,FTE,2006/Q2,2006-08-14,8.13,23748084,95094.0,-8759.0,-6371.0,9.99,1.33,0.07,192.01,17.95,0.74,0.0,3396.23,0.69,0.4,0.39,FORTE (FTE)
FORTE,FTE,2006/Q3,2006-11-06,7.95,23748084,110619.0,8962.0,2752.0,10.35,1.15,0.2,60.91,18.23,0.65,0.4,29.85,1.89,1.09,1.07,FORTE (FTE)
FORTE,FTE,2006/Q4,2007-03-01,8.23,23751084,126473.0,12325.0,7399.0,10.75,1.07,0.53,21.72,18.49,0.62,1.0,11.5,4.95,2.94,2.88,FORTE (FTE)
FORTE,FTE,2007/Q1,2007-05-15,7.97,23751084,121300.0,1582.0,-635.0,10.83,1.24,0.59,22.64,19.09,0.7,1.23,10.93,5.48,3.33,3.11,FORTE (FTE)
FORTE,FTE,2007/Q2,2007-08-14,7.01,23751084,114035.0,-3379.0,-7010.0,10.39,1.2,0.82,15.24,19.89,0.63,0.79,15.83,7.89,4.57,4.12,FORTE (FTE)
FORTE,FTE,2007/Q3,2007-11-14,4.22,23751084,105305.0,109.0,-989.0,10.37,0.91,0.45,21.02,19.67,0.48,0.81,11.59,4.31,2.43,2.27,FORTE (FTE)
FORTE,FTE,2007/Q4,2008-02-29,4.26,23751084,144743.0,7566.0,10934.0,10.58,0.63,0.25,27.14,20.44,0.33,0.78,8.64,2.33,1.35,1.21,FORTE (FTE)
FORTE,FTE,2008/Q1,2008-05-15,5.43,23751084,119619.0,4555.0,3595.0,10.72,0.75,0.37,21.62,20.37,0.39,1.05,7.69,3.47,2.04,1.83,FORTE (FTE)
FORTE,FTE,2008/Q2,2008-08-14,3.88,23751084,99630.0,458.0,-3507.0,10.68,0.61,0.53,12.18,19.76,0.33,1.04,6.27,5.0,2.98,2.7,FORTE (FTE)
FORTE,FTE,2008/Q3,2008-11-14,2.57,23751084,115128.0,2446.0,6497.0,10.85,0.57,0.63,9.8,20.17,0.31,1.06,5.85,5.83,3.44,3.13,FORTE (FTE)
FORTE,FTE,2008/Q4,2009-02-27,2.05,23751084,143534.0,-3030.0,2026.0,10.83,0.42,0.19,24.62,20.12,0.23,0.68,6.78,1.72,0.99,0.92,FORTE (FTE)
FORTE,FTE,2009/Q1,2009-05-15,5.54,23751084,140520.0,7218.0,27295.0,11.27,0.46,0.3,17.52,21.0,0.25,1.15,4.54,2.63,1.64,1.41,FORTE (FTE)
FORTE,FTE,2009/Q2,2009-08-31,8.21,23751084,101967.0,10450.0,1135.0,11.48,0.89,0.72,14.2,21.1,0.48,1.28,7.94,6.26,4.19,3.4,FORTE (FTE)
FORTE,FTE,2009/Q3,2009-11-13,9.04,23751084,119098.0,11838.0,7842.0,12.04,1.11,1.11,12.02,21.27,0.63,2.21,6.04,9.23,6.02,5.23,FORTE (FTE)
FORTE,FTE,2009/Q4,2010-03-01,7.81,23751084,140254.0,13326.0,11376.0,12.64,1.04,1.8,7.34,21.13,0.62,3.08,4.28,14.23,9.54,8.51,FORTE (FTE)
FORTE,FTE,2010/Q1,2010-05-14,9.91,23751084,108856.0,10354.0,11775.0,13.35,1.16,1.93,8.04,19.8,0.78,3.93,3.95,14.44,10.21,9.74,FORTE (FTE)
FORTE,FTE,2010/Q2,2010-08-31,9.58,23751084,106371.0,6847.0,11010.0,12.37,1.3,1.78,9.04,19.98,0.8,2.73,5.89,14.37,9.38,8.89,FORTE (FTE)
FORTE,FTE,2010/Q3,2010-11-10,9.24,23751084,117348.0,7069.0,-3304.0,12.62,1.11,1.58,8.89,19.91,0.7,3.18,4.41,12.49,8.56,7.92,FORTE (FTE)
FORTE,FTE,2010/Q4,2011-03-01,8.3,23751084,136313.0,5049.0,1386.0,12.83,0.96,1.23,10.03,19.74,0.62,3.83,3.21,9.55,6.23,6.21,FORTE (FTE)
FORTE,FTE,2011/Q1,2011-05-16,7.08,23751084,130667.0,23760.0,7623.0,13.76,0.81,1.79,6.19,20.66,0.54,4.65,2.39,13.03,9.2,8.68,FORTE (FTE)
FORTE,FTE,2011/Q2,2011-08-31,6.36,23751084,98281.0,448.0,722.0,13.04,0.9,1.52,7.69,20.32,0.58,3.78,3.09,11.67,7.78,7.49,FORTE (FTE)
FORTE,FTE,2011/Q3,2011-11-10,5.79,23751084,143295.0,6496.0,11757.0,12.67,0.61,1.5,5.13,21.41,0.36,3.2,2.41,11.84,7.53,7.01,FORTE (FTE)
FORTE,FTE,2011/Q4,2012-02-29,6.91,23751084,154965.0,7873.0,10117.0,13.1,0.72,1.62,5.87,22.2,0.43,3.23,2.94,12.35,8.11,7.29,FORTE (FTE)
FORTE,FTE,2012/Q1,2012-05-15,8.27,23751084,147025.0,9136.0,11449.0,13.98,0.77,1.0,10.74,22.89,0.47,4.19,2.57,7.16,4.9,4.37,FORTE (FTE)
FORTE,FTE,2012/Q2,2012-08-31,9.05,23751084,116321.0,5386.0,4673.0,13.37,0.9,1.19,10.07,23.65,0.51,3.56,3.37,8.91,6.0,5.04,FORTE (FTE)
FORTE,FTE,2012/Q3,2012-11-14,8.85,23751084,137324.0,9611.0,11617.0,14.15,0.81,1.32,8.71,23.39,0.49,3.62,3.18,9.33,6.48,5.64,FORTE (FTE)
FORTE,FTE,2012/Q4,2013-03-21,12.57,23751084,159861.0,10901.0,13961.0,14.54,0.89,1.45,8.89,23.6,0.55,4.04,3.19,9.99,7.12,6.15,FORTE (FTE)
FORTE,FTE,2013/Q1,2013-05-15,13.93,23751084,156537.0,13809.0,17960.0,15.06,1.1,1.65,10.01,24.0,0.69,4.63,3.56,10.95,7.75,6.87,FORTE (FTE)
FORTE,FTE,2013/Q2,2013-08-30,22.0,23751084,146810.0,10360.0,13344.0,14.42,1.53,1.88,11.77,25.28,0.87,4.05,5.46,13.02,8.61,7.42,FORTE (FTE)
FORTE,FTE,2013/Q3,2013-11-14,26.4,23751084,166540.0,14959.0,17783.0,15.21,1.94,2.1,14.03,26.51,1.11,4.79,6.16,13.82,9.39,7.93,FORTE (FTE)
FORTE,FTE,2013/Q4,2014-03-21,34.64,23751084,196478.0,18792.0,23334.0,16.04,2.4,2.44,15.81,28.06,1.37,5.5,7.01,15.19,10.43,8.68,FORTE (FTE)
FORTE,FTE,2014/Q1,2014-05-15,35.6,23751084,212043.0,23228.0,27877.0,17.0,2.54,2.83,15.21,30.39,1.42,6.19,6.96,16.67,11.11,9.32,FORTE (FTE)
FORTE,FTE,2014/Q2,2014-08-29,38.8,23751084,190749.0,17171.0,21437.0,16.28,3.01,3.12,15.7,32.24,1.52,5.21,9.41,19.17,12.15,9.68,FORTE (FTE)
FORTE,FTE,2014/Q3,2014-11-14,41.28,23751084,189172.0,15284.0,19183.0,16.93,3.37,3.13,18.17,33.2,1.72,5.72,9.95,18.52,12.51,9.44,FORTE (FTE)
FORTE,FTE,2014/Q4,2015-03-17,51.19,23751084,230450.0,19469.0,25107.0,17.58,2.93,3.16,16.27,34.63,1.49,5.86,8.79,18.0,11.77,9.14,FORTE (FTE)
FORTE,FTE,2015/Q1,2015-05-14,50.35,23751084,255770.0,25111.0,32462.0,19.21,3.06,3.24,18.13,36.47,1.61,7.13,8.24,16.89,11.24,8.9,FORTE (FTE)
FORTE,FTE,2015/Q2,2015-08-27,47.83,23751084,190922.0,11980.0,13598.0,17.37,3.28,3.03,18.84,36.47,1.56,5.23,10.89,17.42,11.28,8.29,FORTE (FTE)
FORTE,FTE,2015/Q3,2015-11-12,47.66,23751084,224158.0,23369.0,21874.0,18.86,2.73,3.37,15.3,37.95,1.36,4.71,10.93,17.85,11.78,8.87,FORTE (FTE)
FORTE,FTE,2015/Q4,2016-03-17,48.21,23901084,283425.0,23913.0,30225.0,19.87,2.69,3.53,15.12,39.93,1.34,5.46,9.78,17.78,11.43,8.84,FORTE (FTE)
FORTE,FTE,2016/Q1,2016-05-10,57.26,23901084,300145.0,34163.0,43258.0,21.42,2.68,3.91,14.71,41.78,1.38,6.23,9.23,18.25,11.74,9.36,FORTE (FTE)
FORTE,FTE,2016/Q2,2016-08-30,66.58,23901084,240338.0,19817.0,27664.0,20.32,3.22,4.24,15.43,43.85,1.49,4.19,15.59,20.86,12.3,9.67,FORTE (FTE)
FORTE,FTE,2016/Q3,2016-11-14,63.28,23901084,244991.0,28330.0,32648.0,22.56,3.32,4.45,16.87,44.72,1.68,5.96,12.59,19.7,11.5,9.94,FORTE (FTE)
FORTE,FTE,2016/Q4,2017-03-20,71.95,23901084,304820.0,28075.0,40800.0,22.98,3.31,4.62,16.45,45.62,1.67,-2.38,,20.1,9.4,10.13,FORTE (FTE)
FORTE,FTE,2017/Q1,2017-05-30,67.31,23901084,293659.0,31302.0,40366.0,25.9,3.17,4.5,18.24,45.35,1.81,-1.42,,17.37,8.89,9.92,FORTE (FTE)
FORTE,FTE,2017/Q2,2017-09-14,58.74,23901084,242595.0,14352.0,17291.0,26.06,3.16,4.27,19.29,45.44,1.81,-10.49,,16.38,7.8,9.4,FORTE (FTE)
FORTE,FTE,2017/Q3,2017-11-29,52.31,23901084,267750.0,11250.0,22973.0,26.04,2.79,3.56,20.46,46.39,1.57,-14.77,,13.66,5.95,7.66,FORTE (FTE)
FORTE,FTE,2017/Q4,2018-03-29,46.5,23901084,292226.0,20166.0,18061.0,26.47,1.89,3.22,15.53,45.87,1.09,-17.08,,12.17,5.19,7.02,FORTE (FTE)
FORTE,FTE,2018/Q1,2018-05-29,45.37,23930769,295513.0,7278.0,15903.0,26.48,2.02,2.21,24.18,45.89,1.17,-18.39,,8.36,3.5,4.82,FORTE (FTE)
FORTE,FTE,2018/Q2,2018-09-13,37.63,23930769,258029.0,326.0,23243.0,24.98,1.9,1.63,29.09,46.53,1.02,-19.95,,6.52,2.52,3.5,FORTE (FTE)
FORTE,FTE,2018/Q3,2018-11-26,18.08,23930769,256296.0,14866.0,14399.0,26.47,1.62,1.78,24.18,46.05,0.93,-19.53,,6.72,2.63,3.86,FORTE (FTE)
FORTE,FTE,2018/Q4,2019-04-04,25.46,23930769,297460.0,123329.0,18958.0,30.61,0.74,6.09,3.73,46.27,0.49,-18.82,,19.9,8.84,13.17,FORTE (FTE)
FORTE,FTE,2019/Q1,2019-05-23,25.33,23930769,319511.0,13876.0,24416.0,26.07,0.99,6.37,4.07,47.27,0.55,-24.15,,24.43,8.99,13.47,FORTE (FTE)
FORTE,FTE,2019/Q2,2019-09-12,20.16,23930769,255774.0,2642.0,7778.0,26.77,1.12,6.47,4.62,47.18,0.63,-22.35,,24.15,9.32,13.7,FORTE (FTE)
FORTE,FTE,2019/Q3,2019-11-25,20.38,23930769,263927.0,1322.0,18973.0,25.87,0.89,5.9,3.9,47.5,0.48,-22.74,,22.79,8.85,12.41,FORTE (FTE)
FORTE,FTE,2019/Q4,2020-04-16,16.08,23930769,337406.0,17468.0,33070.0,32.64,0.93,1.47,20.72,49.17,0.62,-16.2,,4.51,2.24,2.99,FORTE (FTE)
FORTE,FTE,2020/Q1,2020-03-21,,23930769,276394.0,-4398.0,26811.0,31.01,0.36,0.71,15.82,47.37,0.24,-16.83,,2.28,1.1,1.5,FORTE (FTE)
FORTE,FTE,2020/Q2,2020-08-24,23.38,23930769,154396.0,-2539.0,-2532.0,30.88,0.65,0.49,40.7,43.13,0.46,-15.56,,1.59,0.81,1.14,FORTE (FTE)
FORTE,FTE,2020/Q3,2020-11-23,33.85,23930769,347001.0,31824.0,50312.0,31.77,1.01,1.77,18.08,46.6,0.69,-14.12,,5.57,2.81,3.8,FORTE (FTE)
FORTE,FTE,2020/Q4,2021-04-15,47.8,23930769,382216.0,24666.0,67736.0,33.16,1.24,2.07,19.8,48.47,0.85,-9.35,,6.24,3.37,4.27,FORTE (FTE)
FORTE,FTE,2021/Q1,2021-05-20,53.28,23930769,298629.0,26844.0,45136.0,33.99,1.47,3.38,14.81,49.4,1.01,-8.12,,9.93,5.29,6.83,FORTE (FTE)
FORTE,FTE,2021/Q2,2021-09-15,53.17,23930769,309969.0,35398.0,40605.0,32.26,1.68,4.96,10.93,55.9,0.97,-8.65,,15.37,8.24,8.87,FORTE (FTE)
FORTE,FTE,2021/Q3,2021-11-23,41.27,23930769,339772.0,25180.0,41412.0,32.85,1.67,4.68,11.73,55.6,0.99,-7.88,,14.25,7.6,8.42,FORTE (FTE)
FORTE,FTE,2021/Q4,2022-04-12,37.18,23930769,378539.0,23473.0,51439.0,33.1,1.26,4.63,9.03,55.45,0.75,-7.56,,13.99,7.71,8.35,FORTE (FTE)
FORTE,FTE,2022/Q1,2022-05-17,30.86,23930769,355566.0,68400.0,32166.0,34.99,1.1,6.37,6.06,57.83,0.67,-7.37,,18.2,9.89,11.01,FORTE (FTE)
FORTE,FTE,2022/Q2,2022-09-05,27.14,23930769,333132.0,8253.0,22566.0,32.97,1.12,5.25,7.01,58.8,0.63,-9.06,,15.93,8.15,8.93,FORTE (FTE)
FORTE,FTE,2022/Q3,2022-11-22,22.9,23930769,250597.0,-17209.0,-1058.0,31.21,0.8,3.48,7.16,55.07,0.45,-10.85,,11.14,5.57,6.31,FORTE (FTE)
FORTE,FTE,2022/Q4,2023-06-28,24.5,23930769,659127.0,28198.0,44752.0,36.77,0.74,3.68,7.36,66.79,0.41,-5.18,,10.02,5.89,5.51,FORTE (FTE)
FORTE,FTE,2023/Q1,2023-08-22,27.8,23930769,263671.0,1302.0,2551.0,38.78,0.63,0.88,27.76,62.95,0.39,-5.36,,2.27,1.37,1.4,FORTE (FTE)
FORTE,FTE,2023/Q2,2023-12-12,22.4,23930769,211995.0,-71455.0,-14443.0,34.94,0.72,-2.46,,57.89,0.43,-6.56,,-7.05,-4.15,-4.25,FORTE (FTE)
FORTE,FTE,2023/Q3,2024-02-28,23.5,23930769,281967.0,809.0,7950.0,37.28,0.61,-1.71,,59.2,0.39,-3.88,,-4.58,-2.88,-2.89,FORTE (FTE)
FORTE,FTE,2023/Q4,2024-06-20,21.3,23930769,273036.0,8565.0,1475.0,37.94,0.61,-2.53,,43.07,0.53,-2.71,,-6.68,-4.21,-5.88,FORTE (FTE)
FORTE,FTE,2024/Q1,2024-08-21,21.7,23930769,250806.0,-11396.0,9136.0,37.34,0.58,-3.06,,42.53,0.51,-1.88,,-8.2,-5.2,-7.2,FORTE (FTE)
FORTE,FTE,2024/Q2,2024-12-06,27.0,23930769,228096.0,13429.0,4782.0,37.84,0.55,0.48,43.07,43.2,0.48,-0.35,,1.28,0.78,1.12,FORTE (FTE)
FORTE,FTE,2024/Q3,2025-02-27,31.9,23930769,293552.0,19526.0,21865.0,38.06,0.71,1.27,21.49,43.69,0.62,0.39,69.1,3.32,2.06,2.9,FORTE (FTE)
FORTE,FTE,2024/Q4,2025-06-30,29.4,23930769,328958.0,28432.0,35705.0,38.78,0.74,2.1,13.59,46.02,0.62,2.45,11.64,5.41,3.39,4.56,FORTE (FTE)
FORTE,FTE,2025/Q1,2025-08-21,29.4,23930769,269938.0,11232.0,23715.0,38.17,0.77,3.04,9.66,46.82,0.63,1.88,15.67,7.97,5.16,6.5,FORTE (FTE)
GRENEVIA,GEA,2006/Q2,2006-08-14,1.74,481500000,155324.0,30997.0,39295.0,0.58,,0.19,,1.07,,-0.05,,33.21,14.25,18.08,GRENEVIA (GEA)
GRENEVIA,GEA,2006/Q3,2006-11-13,1.96,481500000,165974.0,26244.0,36794.0,0.92,3.74,0.21,16.66,1.18,2.93,0.44,7.79,22.43,12.44,17.56,GRENEVIA (GEA)
GRENEVIA,GEA,2006/Q4,2007-02-27,2.48,481500000,141430.0,29721.0,28759.0,0.98,3.84,0.22,16.93,1.25,3.0,0.48,7.91,22.68,13.36,17.7,GRENEVIA (GEA)
GRENEVIA,GEA,2007/Q1,2007-05-14,3.59,481500000,154447.0,15660.0,19689.0,1.01,5.66,0.21,27.53,1.28,4.47,0.5,11.42,20.56,12.05,16.25,GRENEVIA (GEA)
GRENEVIA,GEA,2007/Q2,2007-08-13,2.36,481500000,180748.0,16590.0,24794.0,1.05,6.54,0.18,37.93,1.33,5.13,0.31,22.26,17.25,7.35,13.53,GRENEVIA (GEA)
GRENEVIA,GEA,2007/Q3,2007-11-12,2.46,481500000,255642.0,32236.0,24697.0,1.11,4.13,0.19,23.83,1.52,3.02,0.35,13.13,17.35,8.22,12.69,GRENEVIA (GEA)
GRENEVIA,GEA,2007/Q4,2008-02-25,2.15,481500000,318327.0,52344.0,69364.0,1.22,3.59,0.24,18.28,1.89,2.32,0.41,10.75,19.65,9.91,12.69,GRENEVIA (GEA)
GRENEVIA,GEA,2008/Q1,2008-05-14,2.12,481500000,270288.0,31196.0,43663.0,1.28,2.98,0.27,14.12,2.13,1.79,0.48,7.93,21.1,10.55,12.71,GRENEVIA (GEA)
GRENEVIA,GEA,2008/Q2,2008-08-13,1.98,481500000,229764.0,12173.0,26250.0,1.31,3.02,0.26,15.11,2.23,1.77,0.5,7.83,19.98,10.43,11.72,GRENEVIA (GEA)
GRENEVIA,GEA,2008/Q3,2008-11-12,1.1,481500000,259926.0,19647.0,39609.0,1.35,2.41,0.24,13.76,2.24,1.45,0.52,6.28,17.51,9.54,10.54,GRENEVIA (GEA)
GRENEVIA,GEA,2008/Q4,2009-02-27,0.53,481500000,329092.0,-3855.0,54650.0,1.34,0.78,0.12,8.56,2.26,0.46,0.52,2.01,9.15,4.51,5.42,GRENEVIA (GEA)
GRENEVIA,GEA,2009/Q1,2009-05-15,1.04,481500000,283379.0,16171.0,64972.0,1.37,0.72,0.09,10.76,2.29,0.43,0.59,1.68,6.7,3.68,4.02,GRENEVIA (GEA)
GRENEVIA,GEA,2009/Q2,2009-08-31,1.26,481500000,144018.0,21160.0,25980.0,1.42,1.35,0.11,17.53,2.11,0.9,0.64,3.0,7.69,4.62,5.16,GRENEVIA (GEA)
GRENEVIA,GEA,2009/Q3,2009-11-12,1.11,481500000,106756.0,24440.0,15921.0,1.47,1.4,0.12,17.2,1.79,1.14,0.69,2.98,8.13,5.21,6.65,GRENEVIA (GEA)
GRENEVIA,GEA,2009/Q4,2010-03-01,1.46,481500000,154576.0,-2875.0,-4366.0,1.46,1.47,0.12,17.84,1.43,1.5,0.64,3.34,8.25,5.51,8.43,GRENEVIA (GEA)
GRENEVIA,GEA,2010/Q1,2010-05-17,1.22,481500000,162327.0,15291.0,12889.0,1.5,1.63,0.12,20.56,1.18,2.08,0.59,4.15,7.92,5.51,10.11,GRENEVIA (GEA)
GRENEVIA,GEA,2010/Q2,2010-08-31,1.14,481500000,84417.0,18687.0,23777.0,1.54,1.23,0.12,16.24,1.06,1.79,0.62,3.04,7.55,4.87,11.03,GRENEVIA (GEA)
GRENEVIA,GEA,2010/Q3,2010-11-15,1.39,481500000,123503.0,18898.0,15532.0,1.6,1.53,0.1,23.38,1.09,2.24,0.57,4.32,6.53,4.15,9.58,GRENEVIA (GEA)
GRENEVIA,GEA,2010/Q4,2011-03-01,1.84,481500000,515572.0,27148.0,41932.0,1.67,1.61,0.17,16.13,1.84,1.46,0.54,5.01,9.96,6.26,9.03,GRENEVIA (GEA)
GRENEVIA,GEA,2011/Q1,2011-05-16,1.97,481500000,200605.0,30079.0,33736.0,1.73,2.21,0.2,19.56,1.92,1.99,0.46,8.31,11.29,5.91,10.17,GRENEVIA (GEA)
GRENEVIA,GEA,2011/Q2,2011-08-31,2.04,481500000,202412.0,44366.0,36008.0,1.82,2.07,0.24,15.51,2.16,1.73,1.31,2.87,13.31,7.49,11.17,GRENEVIA (GEA)
GRENEVIA,GEA,2011/Q3,2011-11-14,1.87,481500000,212289.0,16991.0,43708.0,1.24,2.03,0.25,10.19,2.35,1.07,0.35,7.12,19.88,10.73,10.49,GRENEVIA (GEA)
GRENEVIA,GEA,2011/Q4,2012-02-29,2.56,481500000,307798.0,37262.0,40913.0,1.27,2.25,0.25,11.59,1.92,1.5,0.35,8.21,19.45,9.82,12.91,GRENEVIA (GEA)
GRENEVIA,GEA,2012/Q1,2012-05-15,2.38,481500000,321525.0,55825.0,67179.0,1.38,2.66,0.3,12.42,2.17,1.7,0.5,7.39,21.45,11.0,13.67,GRENEVIA (GEA)
GRENEVIA,GEA,2012/Q2,2012-08-31,3.05,481500000,401617.0,84239.0,118232.0,1.54,2.59,0.37,10.71,2.58,1.55,0.51,7.83,24.18,11.83,14.46,GRENEVIA (GEA)
