Nazwa,Rok,Przychody ze sprzedaży [tys. zł],Zysk netto [tys. zł],Koszty sprzedaży [tys. zł],EBITDA [tys. zł],Wartość firmy [tys. zł],Kredyty i pożyczki [tys. zł],Aktywa razem [tys. zł],Pasywa razem [tys. zł],Dywidenda [tys. zł]
ATLANTA-POLAND,2007,156635.0,34.0,20067.0,3905.0,0.0,45991.0,124248.0,124248.0,0.0
ATLANTA-POLAND,2008,148952.0,95.0,17796.0,6994.0,0.0,5026.0,98862.0,98862.0,0.0
ATLANTA-POLAND,2009,142716.0,4840.0,13241.0,9331.0,0.0,1026.0,93341.0,93341.0,0.0
ATLANTA-POLAND,2010,173268.0,5878.0,18243.0,11421.0,0.0,44860.0,117380.0,117380.0,0.0
ATLANTA-POLAND,2011,218631.0,10102.0,18903.0,16109.0,0.0,10040.0,147092.0,147092.0,0.0
ATLANTA-POLAND,2012,311188.0,2610.0,23211.0,12748.0,0.0,52519.0,123836.0,123836.0,0.0
ATLANTA-POLAND,2013,233995.0,5674.0,18365.0,11684.0,0.0,10843.0,128151.0,128151.0,0.0
ATLANTA-POLAND,2014,262481.0,9651.0,19458.0,15995.0,0.0,85.0,139536.0,139536.0,0.0
ATLANTA-POLAND,2015,262590.0,4533.0,21207.0,8753.0,0.0,47281.0,135014.0,135014.0,0.0
ATLANTA-POLAND,2016,199469.0,645.0,20639.0,5662.0,0.0,5184.0,136148.0,136148.0,0.0
ATLANTA-POLAND,2017,232720.0,7746.0,24446.0,13906.0,0.0,0.0,141067.0,141067.0,0.0
ATLANTA-POLAND,2018,253543.0,2915.0,25724.0,8314.0,0.0,45659.0,158307.0,158307.0,6092.0
ATLANTA-POLAND,2019,295926.0,5840.0,26265.0,12015.0,0.0,10886.0,168197.0,168197.0,1218.0
ATLANTA-POLAND,2020,314281.0,7764.0,27326.0,15863.0,0.0,40562.0,173491.0,173491.0,1706.0
ATLANTA-POLAND,2021,390605.0,7768.0,31603.0,15651.0,0.0,45736.0,188814.0,188814.0,2315.0
ATLANTA-POLAND,2022,447359.0,10050.0,33842.0,24642.0,0.0,42578.0,203026.0,203026.0,2315.0
ATLANTA-POLAND,2023,488333.0,25424.0,37456.0,43045.0,0.0,30117.0,223477.0,223477.0,2985.0
ATLANTA-POLAND,2024,529792.0,13793.0,41458.0,31500.0,0.0,48404.0,235111.0,235111.0,11270.0
ATM-GRUPA,2004,52612.0,9016.0,0.0,14169.0,,318.0,78743.0,78743.0,1548.0
ATM-GRUPA,2005,72562.0,11872.0,0.0,19934.0,,0.0,90554.0,90554.0,2700.0
ATM-GRUPA,2006,87463.0,19825.0,0.0,28763.0,0.0,0.0,98741.0,98741.0,9504.0
ATM-GRUPA,2007,117191.0,24735.0,0.0,36050.0,6960.0,320.0,259469.0,259469.0,4032.0
ATM-GRUPA,2008,113850.0,19056.0,0.0,28273.0,10112.0,1.0,301401.0,301401.0,12438.0
ATM-GRUPA,2009,101385.0,43.0,0.0,15649.0,11477.0,1367.0,277313.0,277313.0,14510.0
ATM-GRUPA,2010,114440.0,3469.0,0.0,20035.0,9835.0,1195.0,279156.0,279156.0,6880.0
ATM-GRUPA,2011,115200.0,2229.0,0.0,19805.0,6892.0,1341.0,289108.0,289108.0,15730.0
ATM-GRUPA,2012,109915.0,-5015.0,0.0,13968.0,3661.0,5407.0,313329.0,313329.0,10823.0
ATM-GRUPA,2013,121266.0,6268.0,0.0,26576.0,201.0,4085.0,309453.0,309453.0,1850.0
ATM-GRUPA,2014,152823.0,17794.0,0.0,33048.0,201.0,3517.0,313103.0,313103.0,13577.0
ATM-GRUPA,2015,174095.0,20059.0,0.0,41575.0,201.0,5141.0,333661.0,333661.0,13666.0
ATM-GRUPA,2016,173282.0,23421.0,0.0,42341.0,201.0,5678.0,331063.0,331063.0,18911.0
ATM-GRUPA,2017,224384.0,28273.0,0.0,50134.0,201.0,4154.0,325173.0,325173.0,18646.0
ATM-GRUPA,2018,224368.0,27584.0,0.0,53451.0,201.0,5985.0,346780.0,346780.0,18877.0
ATM-GRUPA,2019,249037.0,30749.0,0.0,55747.0,201.0,7417.0,357602.0,357602.0,20063.0
ATM-GRUPA,2020,193505.0,18839.0,0.0,46642.0,201.0,6667.0,352176.0,352176.0,7305.0
ATM-GRUPA,2021,223874.0,25268.0,0.0,48559.0,201.0,4569.0,376616.0,376616.0,13058.0
ATM-GRUPA,2022,299900.0,44592.0,0.0,64421.0,201.0,3620.0,391427.0,391427.0,24265.0
ATM-GRUPA,2023,235539.0,28092.0,0.0,61317.0,201.0,166.0,385869.0,385869.0,22669.0
ATM-GRUPA,2024,246540.0,27711.0,0.0,60909.0,201.0,2842.0,425365.0,425365.0,22950.0
ATM-GRUPA,2025,260075.0,30077.0,0.0,70374.0,201.0,0.0,451867.0,451867.0,22950.0
ATREM,2007,52383.0,3923.0,0.0,6750.0,,798.0,34798.0,34798.0,1433.0
ATREM,2008,113121.0,8703.0,0.0,16318.0,2555.0,11559.0,94412.0,94412.0,0.0
ATREM,2009,136804.0,10684.0,0.0,15244.0,2555.0,8665.0,135222.0,135222.0,0.0
ATREM,2010,200821.0,15466.0,0.0,21949.0,2555.0,6259.0,140483.0,140483.0,0.0
ATREM,2011,154937.0,4672.0,0.0,9914.0,1092.0,12084.0,149735.0,149735.0,0.0
ATREM,2012,129349.0,-12081.0,0.0,-10421.0,1092.0,1800.0,108599.0,108599.0,0.0
ATREM,2013,106947.0,1858.0,0.0,5413.0,1092.0,305.0,106943.0,106943.0,0.0
ATREM,2014,120510.0,1041.0,0.0,4626.0,1092.0,0.0,106594.0,106594.0,0.0
ATREM,2015,144420.0,1353.0,0.0,4695.0,1092.0,0.0,103760.0,103760.0,739.0
ATREM,2016,115638.0,-6420.0,2061.0,-2128.0,1092.0,8447.0,85430.0,85430.0,462.0
ATREM,2017,77877.0,-7201.0,2499.0,-3235.0,1092.0,5136.0,74774.0,74774.0,0.0
ATREM,2018,132829.0,-4483.0,2549.0,-853.0,0.0,2866.0,82812.0,82812.0,0.0
ATREM,2019,123271.0,-7946.0,1409.0,-5153.0,0.0,11316.0,78150.0,78150.0,0.0
ATREM,2020,86417.0,2316.0,2249.0,3406.0,0.0,11995.0,80514.0,80514.0,0.0
ATREM,2021,100561.0,6176.0,1928.0,8990.0,0.0,6329.0,101032.0,101032.0,0.0
ATREM,2022,110740.0,2530.0,1872.0,6912.0,0.0,7870.0,86444.0,86444.0,6092.0
ATREM,2023,142405.0,5954.0,2717.0,10909.0,0.0,10055.0,113653.0,113653.0,1015.0
ATREM,2024,187418.0,15611.0,2644.0,21681.0,0.0,15497.0,177417.0,177417.0,4523.0
ATREM,2025,216397.0,21817.0,2742.0,28730.0,0.0,15839.0,185885.0,185885.0,4523.0
ATS,2004,1091.0,958.0,0.0,364.0,,,26267.0,26267.0,0.0
ATS,2005,264.0,-1950.0,0.0,-1549.0,,,22283.0,22283.0,0.0
ATS,2006,207.0,-1382.0,0.0,-31.0,0.0,0.0,11661.0,11661.0,0.0
ATS,2007,227.0,-1352.0,0.0,755.0,0.0,0.0,2548.0,2548.0,0.0
ATS,2008,102.0,-2443.0,0.0,-386.0,0.0,308.0,309.0,309.0,0.0
ATS,2009,0.0,639.0,0.0,-176.0,0.0,0.0,1060.0,1060.0,0.0
ATS,2010,524.0,8886.0,0.0,-444.0,0.0,364.0,26609.0,26609.0,0.0
ATS,2011,1568.0,3500.0,4.0,-1018.0,0.0,2093.0,101439.0,101439.0,0.0
ATS,2012,7641.0,11094.0,62.0,18710.0,0.0,2000.0,239681.0,239681.0,0.0
ATS,2013,5845.0,1037.0,0.0,1841.0,0.0,5567.0,150903.0,150903.0,0.0
ATS,2014,2821.0,-25274.0,0.0,1665.0,0.0,0.0,103065.0,103065.0,0.0
ATS,2015,2350.0,-5427.0,0.0,1286.0,0.0,0.0,91645.0,91645.0,0.0
ATS,2016,4226.0,-2426.0,0.0,577.0,0.0,298.0,80668.0,80668.0,0.0
ATS,2017,1600.0,2759.0,0.0,3868.0,0.0,987.0,79525.0,79525.0,0.0
ATS,2018,2584.0,-10268.0,0.0,-3458.0,0.0,223.0,55021.0,55021.0,0.0
ATS,2019,2756.0,-12505.0,0.0,1541.0,0.0,0.0,37885.0,37885.0,0.0
ATS,2020,344.0,231.0,0.0,212.0,0.0,0.0,38147.0,38147.0,0.0
ATS,2021,875.0,791.0,0.0,791.0,0.0,0.0,31744.0,31744.0,0.0
ATS,2022,2083.0,1909.0,0.0,1909.0,0.0,0.0,32140.0,32140.0,0.0
ATS,2023,1475.0,250.0,0.0,1251.0,0.0,0.0,32352.0,32352.0,0.0
ATS,2024,1128.0,-923.0,0.0,1060.0,0.0,0.0,3679.0,3679.0,0.0
ATT,2006,1217484.0,27898.0,65529.0,123004.0,,1997.0,1304421.0,1304421.0,37829.0
ATT,2007,1294672.0,63826.0,60233.0,160917.0,0.0,5837.0,1330680.0,1330680.0,14731.0
ATT,2008,1352156.0,74657.0,61054.0,162022.0,0.0,21174.0,1604246.0,1604246.0,1000.0
ATT,2009,1214638.0,-3740.0,64713.0,66491.0,0.0,110201.0,1581318.0,1581318.0,42459.0
ATT,2010,1901784.0,400758.0,82123.0,514534.0,0.0,281699.0,3246701.0,3246701.0,0.0
ATT,2011,5338029.0,498941.0,151617.0,770191.0,9124.0,168754.0,4946229.0,4946229.0,0.0
ATT,2012,7098735.0,315301.0,181916.0,611324.0,9124.0,200017.0,5357041.0,5357041.0,0.0
ATT,2013,9821023.0,713525.0,447750.0,1252791.0,11617.0,604140.0,9961530.0,9961530.0,170813.0
ATT,2014,9898476.0,265055.0,581145.0,822405.0,12600.0,509259.0,9948332.0,9948332.0,41768.0
ATT,2015,10024405.0,691848.0,633314.0,1314821.0,12550.0,118880.0,10777169.0,10777169.0,25544.0
ATT,2016,8955690.0,375152.0,669315.0,1005783.0,10057.0,52034.0,11051920.0,11051920.0,96522.0
ATT,2017,9617495.0,488826.0,673555.0,1186886.0,32468.0,70209.0,11738044.0,11738044.0,100313.0
ATT,2018,9998967.0,7650.0,658602.0,764442.0,581436.0,362620.0,14160469.0,14160469.0,144345.0
ATT,2019,11307915.0,407673.0,902195.0,1424110.0,308589.0,205908.0,15478691.0,15478691.0,2695.0
ATT,2020,10524527.0,355410.0,915699.0,1321547.0,331683.0,193443.0,18207150.0,18207150.0,9447.0
ATT,2021,15901259.0,633687.0,1057156.0,1638161.0,319922.0,818475.0,23644705.0,23644705.0,5651.0
ATT,2022,24657853.0,583820.0,1164041.0,1621662.0,305016.0,689738.0,25865644.0,25865644.0,16482.0
ATT,2023,13545094.0,-3290464.0,976300.0,-2792048.0,282848.0,6867697.0,24296520.0,24296520.0,13189.0
ATT,2024,13042933.0,-1077469.0,1064545.0,-21327.0,277986.0,7609191.0,24161930.0,24161930.0,0.0
ATT,2025,13440381.0,-1206760.0,1080569.0,74526.0,275969.0,7861845.0,24567840.0,24567840.0,0.0
B24,2015,2892.0,-315.0,804.0,-266.0,,101.0,2481.0,2481.0,0.0
B24,2016,5031.0,-403.0,1806.0,-188.0,0.0,120.0,1873.0,1873.0,0.0
B24,2017,7485.0,-700.0,2257.0,-257.0,0.0,4.0,4678.0,4678.0,0.0
B24,2018,11827.0,-1755.0,3658.0,69.0,0.0,11.0,6094.0,6094.0,0.0
B24,2019,15652.0,-997.0,5459.0,1552.0,0.0,1397.0,11226.0,11226.0,0.0
B24,2020,13372.0,-1349.0,3742.0,1475.0,0.0,1053.0,10187.0,10187.0,0.0
B24,2021,15794.0,264.0,4288.0,2953.0,0.0,999.0,11393.0,11393.0,0.0
B24,2022,22170.0,1547.0,5431.0,5283.0,0.0,293.0,14215.0,14215.0,0.0
B24,2023,27721.0,3513.0,5832.0,7733.0,0.0,308.0,24512.0,24512.0,0.0
B24,2024,35280.0,764.0,6868.0,4104.0,0.0,26.0,25354.0,25354.0,0.0
B24,2025,40521.0,3415.0,8557.0,8111.0,0.0,0.0,28810.0,28810.0,0.0
BANK-HANDLOWY,2004,,494963.0,,753831.0,,,35389372.0,34079606.0,241720.0
BANK-HANDLOWY,2005,,618101.0,,942260.0,,,34191363.0,32877564.0,1563995.0
BANK-HANDLOWY,2006,,657056.0,,954520.0,,,37276488.0,35990735.0,470375.0
BANK-HANDLOWY,2007,,824215.0,,1151648.0,,,38907984.0,38907984.0,535704.0
BANK-HANDLOWY,2008,,600434.0,,853621.0,,,42550345.0,42550345.0,621598.0
BANK-HANDLOWY,2009,,504399.0,,733687.0,,,37633063.0,37633063.0,54.0
BANK-HANDLOWY,2010,,754811.0,,1004391.0,,,37517540.0,37517540.0,492587.0
BANK-HANDLOWY,2011,,736413.0,,979817.0,,,42278198.0,42278198.0,747373.0
BANK-HANDLOWY,2012,,970132.0,,1303678.0,,,43508763.0,43508763.0,360897.0
BANK-HANDLOWY,2013,,972708.0,,1282107.0,,,45398389.0,45398389.0,756519.0
BANK-HANDLOWY,2014,,947312.0,,1239074.0,,,49843665.0,49843665.0,934598.0
BANK-HANDLOWY,2015,,626419.0,,861136.0,,,49506792.0,49506792.0,970917.0
BANK-HANDLOWY,2016,,601580.0,,834200.0,1245976.0,,45209916.0,45209916.0,611587.0
BANK-HANDLOWY,2017,,535566.0,,776760.0,1245976.0,,43037596.0,43037596.0,592213.0
BANK-HANDLOWY,2018,,638852.0,,900074.0,1245976.0,,49304714.0,49304714.0,537011.0
BANK-HANDLOWY,2019,,486541.0,,744691.0,1245976.0,,51978543.0,51978543.0,488667.0
BANK-HANDLOWY,2020,,172395.0,,423930.0,1031269.0,,60941597.0,60941597.0,0.0
BANK-HANDLOWY,2021,,717468.0,,1062769.0,1031269.0,,61862771.0,61862771.0,156792.0
BANK-HANDLOWY,2022,,1545680.0,,2097704.0,1031269.0,,69801402.0,69801402.0,714708.0
BANK-HANDLOWY,2023,,2256348.0,,2971658.0,1031269.0,,73392520.0,73392520.0,1175937.0
BANK-HANDLOWY,2024,,1760457.0,,2434843.0,851206.0,,72478103.0,72478103.0,1454930.0
BANK-HANDLOWY,2025,,1512837.0,,2389972.0,851206.0,,84297327.0,84297327.0,1454930.0
BANK-MILLENNIUM,2007,,461595.0,,671679.0,0.0,,30530106.0,30530106.0,144361.0
BANK-MILLENNIUM,2008,,413409.0,,592163.0,0.0,,47104643.0,47104643.0,161345.0
BANK-MILLENNIUM,2009,,1495.0,,74521.0,0.0,,44913824.0,44913824.0,0.0
BANK-MILLENNIUM,2010,,325997.0,,482423.0,0.0,,46984418.0,46984418.0,0.0
BANK-MILLENNIUM,2011,,466464.0,,779641.0,0.0,,50838099.0,50838099.0,0.0
BANK-MILLENNIUM,2012,,472181.0,,649144.0,0.0,,52742499.0,52742499.0,0.0
BANK-MILLENNIUM,2013,,535795.0,,737039.0,0.0,,57016715.0,57016715.0,0.0
BANK-MILLENNIUM,2014,,650920.0,,894031.0,0.0,,60799601.0,60740482.0,0.0
BANK-MILLENNIUM,2015,,546525.0,,739327.0,0.0,,66297114.0,66235256.0,0.0
BANK-MILLENNIUM,2016,,701252.0,,1009486.0,0.0,,68855102.0,68792787.0,0.0
BANK-MILLENNIUM,2017,,681227.0,,978194.0,0.0,,71221171.0,71141415.0,0.0
BANK-MILLENNIUM,2018,,760651.0,,1078832.0,0.0,,80555378.0,80458914.0,0.0
BANK-MILLENNIUM,2019,,560732.0,,1016215.0,0.0,,98398595.0,98055942.0,0.0
BANK-MILLENNIUM,2020,,22817.0,,421346.0,0.0,,97771785.0,97771785.0,0.0
BANK-MILLENNIUM,2021,,-1331866.0,,-928298.0,0.0,,104306346.0,103913908.0,0.0
BANK-MILLENNIUM,2022,,-1014566.0,,-521833.0,0.0,,110941969.0,110941969.0,0.0
BANK-MILLENNIUM,2023,,575717.0,,1524004.0,0.0,,125520004.0,125520004.0,0.0
BANK-MILLENNIUM,2024,,719209.0,,868796.0,0.0,,139151532.0,139151532.0,0.0
BANK-MILLENNIUM,2025,,1027765.0,,1509303.0,0.0,,152686156.0,152686156.0,0.0
BANK-OCHRONY-SRODOWISKA,2007,,46552.0,,84064.0,,,9128911.0,9128911.0,1716.0
BANK-OCHRONY-SRODOWISKA,2008,,349.0,,27608.0,,,11181565.0,11181565.0,3462.0
BANK-OCHRONY-SRODOWISKA,2009,,26893.0,,59627.0,,,12086840.0,12086840.0,0.0
BANK-OCHRONY-SRODOWISKA,2010,,63182.0,,99993.0,,,15180187.0,15180187.0,0.0
BANK-OCHRONY-SRODOWISKA,2011,,62418.0,,108031.0,,,15637117.0,15637117.0,0.0
BANK-OCHRONY-SRODOWISKA,2012,,33841.0,,73835.0,,,16866539.0,16866539.0,0.0
BANK-OCHRONY-SRODOWISKA,2013,,65903.0,,120831.0,,,18417105.0,18417105.0,0.0
BANK-OCHRONY-SRODOWISKA,2014,,65906.0,,131094.0,,,19677717.0,19677717.0,0.0
BANK-OCHRONY-SRODOWISKA,2015,,-51118.0,,-4317.0,,,20921772.0,20921772.0,0.0
BANK-OCHRONY-SRODOWISKA,2016,,-60148.0,,-33497.0,973.0,,20829489.0,20829489.0,0.0
BANK-OCHRONY-SRODOWISKA,2017,,46062.0,,113672.0,973.0,,19676720.0,19676720.0,0.0
BANK-OCHRONY-SRODOWISKA,2018,,63728.0,,128310.0,973.0,,18251025.0,18251025.0,0.0
BANK-OCHRONY-SRODOWISKA,2019,,71994.0,,165846.0,973.0,,18486997.0,18486997.0,0.0
BANK-OCHRONY-SRODOWISKA,2020,,-306934.0,,-232848.0,0.0,,20505829.0,20505829.0,0.0
BANK-OCHRONY-SRODOWISKA,2021,,47456.0,,135112.0,0.0,,20777139.0,20585740.0,0.0
BANK-OCHRONY-SRODOWISKA,2022,,128244.0,,256868.0,0.0,,22006181.0,22006181.0,0.0
BANK-OCHRONY-SRODOWISKA,2023,,78374.0,,230916.0,0.0,,22032451.0,22032451.0,0.0
BANK-OCHRONY-SRODOWISKA,2024,,79656.0,,227946.0,0.0,,22718495.0,22718495.0,0.0
BANK-OCHRONY-SRODOWISKA,2025,,109146.0,,248510.0,0.0,,23480670.0,23480670.0,0.0
BBI-DEVELOPMENT,2004,1181.0,-5615.0,0.0,-5614.0,0.0,,30495.0,30495.0,0.0
BBI-DEVELOPMENT,2005,2777.0,109.0,0.0,131.0,0.0,,35915.0,35915.0,0.0
BBI-DEVELOPMENT,2006,3946.0,6764.0,0.0,3093.0,0.0,0.0,54046.0,54046.0,0.0
BBI-DEVELOPMENT,2007,3853.0,-511.0,0.0,-1375.0,0.0,9867.0,290009.0,290009.0,0.0
BBI-DEVELOPMENT,2008,11317.0,1260.0,0.0,1332.0,0.0,63905.0,416123.0,416123.0,0.0
BBI-DEVELOPMENT,2009,990.0,-9010.0,0.0,-7707.0,0.0,124299.0,426872.0,426872.0,0.0
BBI-DEVELOPMENT,2010,67131.0,11962.0,0.0,28505.0,23975.0,41124.0,470214.0,470214.0,0.0
BBI-DEVELOPMENT,2011,69639.0,16316.0,0.0,24601.0,23975.0,87057.0,494936.0,494936.0,0.0
BBI-DEVELOPMENT,2012,77758.0,2207.0,0.0,10456.0,23975.0,77174.0,487066.0,487066.0,0.0
BBI-DEVELOPMENT,2013,69618.0,17336.0,0.0,1840.0,23975.0,81803.0,507740.0,507740.0,0.0
BBI-DEVELOPMENT,2014,47287.0,-13822.0,0.0,3105.0,23975.0,99081.0,548262.0,548262.0,0.0
BBI-DEVELOPMENT,2015,22136.0,-3390.0,1934.0,1066.0,23975.0,25972.0,476710.0,476710.0,0.0
BBI-DEVELOPMENT,2016,89513.0,-5224.0,2337.0,3050.0,23975.0,24597.0,391685.0,391685.0,0.0
BBI-DEVELOPMENT,2017,27008.0,-19359.0,2048.0,-11319.0,23975.0,5516.0,370597.0,370597.0,0.0
BBI-DEVELOPMENT,2018,10319.0,-17788.0,1677.0,-4563.0,23975.0,37164.0,421772.0,421772.0,0.0
BBI-DEVELOPMENT,2019,20770.0,-58010.0,1541.0,-53091.0,23975.0,230.0,310713.0,310713.0,0.0
BBI-DEVELOPMENT,2020,84501.0,3679.0,1012.0,2874.0,23975.0,11881.0,233996.0,233996.0,0.0
BBI-DEVELOPMENT,2021,20901.0,-6421.0,211.0,-527.0,23975.0,26411.0,207270.0,207270.0,0.0
BBI-DEVELOPMENT,2022,16273.0,-9401.0,102.0,-2015.0,23975.0,23677.0,205585.0,205585.0,0.0
BBI-DEVELOPMENT,2023,24444.0,50922.0,102.0,52949.0,8568.0,24133.0,263980.0,263980.0,0.0
BBI-DEVELOPMENT,2024,13919.0,-3370.0,57.0,260.0,8344.0,33237.0,245716.0,245716.0,0.0
BBI-DEVELOPMENT,2025,20565.0,945.0,104.0,4285.0,8344.0,38507.0,260142.0,260142.0,0.0
BBT,2015,,,,0.0,,0.0,9105.0,9105.0,
BBT,2016,14059.0,5945.0,0.0,11308.0,0.0,0.0,11776.0,11776.0,1000.0
BBT,2017,20464.0,8481.0,0.0,15427.0,0.0,0.0,20891.0,20891.0,3210.0
BBT,2018,37525.0,8991.0,0.0,14864.0,13833.0,0.0,49752.0,49752.0,2840.0
BBT,2019,49734.0,-9878.0,0.0,-4346.0,14440.0,0.0,66695.0,66695.0,0.0
BBT,2020,140236.0,14585.0,0.0,22284.0,15203.0,0.0,90342.0,90342.0,0.0
BBT,2021,238995.0,17764.0,0.0,35016.0,16230.0,0.0,119630.0,119630.0,7554.0
BBT,2022,294040.0,9237.0,0.0,23481.0,15673.0,0.0,140044.0,140044.0,13686.0
BBT,2023,245536.0,9535.0,0.0,15799.0,14818.0,0.0,141825.0,141825.0,10438.0
BBT,2024,224766.0,4101.0,0.0,29648.0,15249.0,0.0,121968.0,121968.0,5327.0
BBT,2025,209117.0,-5076.0,0.0,19826.0,14688.0,0.0,116574.0,116574.0,5327.0
BCS,2018,34.0,0.0,0.0,0.0,0.0,0.0,962.0,962.0,0.0
BCS,2019,7479.0,5059.0,0.0,5604.0,0.0,0.0,6102.0,6102.0,0.0
BCS,2020,11433.0,8230.0,0.0,8720.0,0.0,0.0,10102.0,10102.0,4300.0
BCS,2021,18577.0,12409.0,0.0,13034.0,0.0,0.0,22959.0,22959.0,6000.0
BCS,2022,25782.0,16736.0,0.0,17366.0,0.0,0.0,32207.0,32207.0,8022.0
BCS,2023,16628.0,2375.0,0.0,3272.0,0.0,0.0,23402.0,23402.0,11040.0
BCS,2024,15436.0,6859.0,0.0,7521.0,0.0,0.0,22921.0,22921.0,5996.0
BCS,2025,12308.0,1925.0,0.0,2983.0,0.0,0.0,23668.0,23668.0,5996.0
BCX,2019,2.0,-1596.0,0.0,-1527.0,0.0,165.0,2529.0,2529.0,0.0
BCX,2020,11.0,-2431.0,0.0,-2359.0,0.0,0.0,4309.0,4309.0,0.0
BCX,2021,0.0,-4398.0,0.0,-3962.0,0.0,0.0,8196.0,8196.0,0.0
BCX,2022,0.0,-8921.0,0.0,-8455.0,0.0,0.0,5987.0,5987.0,0.0
BCX,2023,0.0,-13688.0,0.0,-13580.0,0.0,0.0,12735.0,12735.0,0.0
BCX,2024,0.0,-14898.0,0.0,-14460.0,0.0,,41854.0,41854.0,0.0
BCX,2025,0.0,-13997.0,0.0,-13482.0,0.0,,35584.0,35584.0,0.0
BENEFIT-SYSTEMS,2007,6453.0,549.0,354.0,795.0,,0.0,1559.0,1559.0,0.0
BENEFIT-SYSTEMS,2008,26363.0,3773.0,870.0,4837.0,,0.0,8561.0,8561.0,0.0
BENEFIT-SYSTEMS,2009,94482.0,5167.0,2483.0,6814.0,,0.0,16658.0,16658.0,2000.0
BENEFIT-SYSTEMS,2010,165045.0,16502.0,5213.0,21466.0,2993.0,0.0,41855.0,41855.0,3000.0
BENEFIT-SYSTEMS,2011,244955.0,37302.0,12921.0,32119.0,2993.0,0.0,111518.0,111518.0,0.0
BENEFIT-SYSTEMS,2012,320003.0,29115.0,21632.0,39908.0,2993.0,0.0,135279.0,135279.0,14429.0
BENEFIT-SYSTEMS,2013,383390.0,26734.0,22531.0,37777.0,6097.0,22538.0,189450.0,189450.0,18036.0
BENEFIT-SYSTEMS,2014,452340.0,38547.0,24491.0,53468.0,8097.0,36305.0,249161.0,249161.0,19889.0
BENEFIT-SYSTEMS,2015,581456.0,48659.0,35269.0,70442.0,99569.0,9608.0,388743.0,388743.0,22994.0
BENEFIT-SYSTEMS,2016,741972.0,77840.0,42065.0,118784.0,131320.0,2505.0,569440.0,569440.0,0.0
BENEFIT-SYSTEMS,2017,964786.0,86708.0,57747.0,155529.0,191558.0,70594.0,762035.0,762035.0,0.0
BENEFIT-SYSTEMS,2018,1219571.0,116190.0,84625.0,197917.0,348547.0,94704.0,1088665.0,1088665.0,0.0
BENEFIT-SYSTEMS,2019,1527391.0,107022.0,104457.0,357942.0,363330.0,73294.0,2079629.0,2079629.0,0.0
BENEFIT-SYSTEMS,2020,1033736.0,-98692.0,80055.0,207836.0,363330.0,73417.0,2044303.0,2044303.0,0.0
BENEFIT-SYSTEMS,2021,954938.0,-23855.0,81889.0,205088.0,446395.0,130492.0,2180798.0,2180798.0,0.0
BENEFIT-SYSTEMS,2022,1909120.0,139077.0,134398.0,444827.0,460624.0,24140.0,2234021.0,2234021.0,0.0
BENEFIT-SYSTEMS,2023,2774145.0,444873.0,168177.0,827573.0,573267.0,18663.0,2800423.0,2800423.0,121275.0
BENEFIT-SYSTEMS,2024,3397270.0,454659.0,211311.0,981270.0,749309.0,38989.0,3419940.0,3419940.0,401962.0
BENEFIT-SYSTEMS,2025,3797356.0,450921.0,248630.0,1058979.0,1833562.0,98352.0,6033764.0,6033764.0,401962.0
BEST,2004,9369.0,4743.0,0.0,5131.0,0.0,1521.0,9450.0,9450.0,0.0
BEST,2005,11132.0,6253.0,0.0,6504.0,0.0,0.0,11945.0,11945.0,0.0
BEST,2006,15167.0,4007.0,0.0,4901.0,0.0,0.0,17313.0,17313.0,0.0
BEST,2007,21174.0,2370.0,0.0,5047.0,0.0,0.0,24253.0,24253.0,0.0
BEST,2008,26575.0,4308.0,0.0,7005.0,0.0,0.0,25433.0,25433.0,0.0
BEST,2009,24162.0,-2225.0,0.0,-326.0,0.0,0.0,24058.0,24058.0,0.0
BEST,2010,22462.0,1996.0,0.0,3067.0,0.0,0.0,28350.0,28350.0,0.0
BEST,2011,55150.0,23438.0,0.0,33784.0,0.0,15111.0,101839.0,101839.0,0.0
BEST,2012,77045.0,26889.0,0.0,38409.0,0.0,26984.0,171755.0,171755.0,0.0
BEST,2013,131398.0,70594.0,0.0,82105.0,0.0,13940.0,272544.0,272544.0,0.0
BEST,2014,124006.0,29207.0,0.0,70614.0,16.0,13517.0,422400.0,422400.0,0.0
BEST,2015,140908.0,82176.0,0.0,91361.0,175.0,168210.0,694108.0,694108.0,0.0
BEST,2016,210278.0,38726.0,0.0,137688.0,16.0,77933.0,904865.0,904865.0,0.0
BEST,2017,198573.0,55052.0,0.0,96595.0,16.0,230293.0,1245918.0,1245918.0,0.0
BEST,2018,190150.0,34942.0,0.0,80912.0,12.0,119635.0,1283348.0,1283348.0,0.0
BEST,2019,222168.0,43383.0,0.0,92917.0,12.0,37484.0,1244868.0,1244868.0,0.0
BEST,2020,295142.0,34773.0,0.0,95451.0,12.0,60092.0,1134887.0,1134887.0,0.0
BEST,2021,339066.0,28041.0,0.0,107259.0,12.0,63858.0,1151642.0,1151642.0,0.0
BEST,2022,453604.0,142994.0,0.0,233207.0,12.0,105868.0,1349332.0,1349332.0,0.0
BEST,2023,353833.0,51075.0,0.0,143947.0,12.0,119743.0,1545122.0,1545122.0,0.0
BEST,2024,404568.0,103269.0,0.0,184632.0,12.0,108997.0,1856809.0,1856809.0,0.0
BEST,2025,468276.0,94358.0,0.0,199435.0,12.0,189167.0,2616187.0,2616187.0,0.0
BETACOM,2004,88799.0,2959.0,5068.0,4236.0,0.0,,27592.0,27592.0,0.0
