Nazwa,Rok,Przychody ze sprzedaży [tys. zł],Zysk netto [tys. zł],Koszty sprzedaży [tys. zł],EBITDA [tys. zł],Wartość firmy [tys. zł],Kredyty i pożyczki [tys. zł],Aktywa razem [tys. zł],Pasywa razem [tys. zł],Dywidenda [tys. zł]
ALTUS,2012,48969.0,20973.0,13279.0,25128.0,,0.0,41621.0,41621.0,6998.0
ALTUS,2013,88595.0,37564.0,25245.0,45085.0,,0.0,78781.0,78781.0,15042.0
ALTUS,2014,90505.0,36157.0,33404.0,41721.0,0.0,,220279.0,220279.0,0.0
ALTUS,2015,239592.0,61685.0,147898.0,70816.0,7049.0,,269189.0,269189.0,0.0
ALTUS,2016,335078.0,78351.0,215712.0,92058.0,5482.0,,305290.0,305290.0,0.0
ALTUS,2017,370705.0,99949.0,0.0,100009.0,7832.0,0.0,219706.0,219706.0,68280.0
ALTUS,2018,287822.0,52239.0,0.0,61646.0,1932.0,0.0,178906.0,178906.0,68718.0
ALTUS,2019,121110.0,3949.0,0.0,7021.0,0.0,0.0,173333.0,173333.0,0.0
ALTUS,2020,65635.0,10595.0,0.0,14169.0,0.0,0.0,130044.0,130044.0,0.0
ALTUS,2021,57669.0,9440.0,0.0,13626.0,0.0,0.0,137064.0,137064.0,0.0
ALTUS,2022,41592.0,8101.0,0.0,11491.0,1783.0,0.0,142571.0,142571.0,0.0
ALTUS,2023,54193.0,10291.0,0.0,3534.0,1763.0,0.0,161162.0,161162.0,0.0
ALTUS,2024,49437.0,17212.0,0.0,13685.0,1763.0,0.0,175229.0,175229.0,0.0
ALTUS,2025,49144.0,16201.0,0.0,11887.0,1763.0,0.0,178318.0,178318.0,0.0
AMBRA,2005,523757.0,10470.0,97189.0,39578.0,,,213158.0,213158.0,
AMBRA,2006,340597.0,26008.0,0.0,44992.0,,78138.0,406802.0,406802.0,
AMBRA,2007,408154.0,28480.0,0.0,49249.0,31722.0,61908.0,471057.0,471057.0,6766.0
AMBRA,2008,439960.0,-9493.0,0.0,24716.0,41073.0,142774.0,460881.0,460881.0,9894.0
AMBRA,2009,428771.0,8145.0,0.0,32911.0,40957.0,68838.0,433876.0,433876.0,2687.0
AMBRA,2010,398907.0,21157.0,0.0,50512.0,40957.0,61184.0,407012.0,407012.0,5706.0
AMBRA,2011,409732.0,23211.0,0.0,48559.0,42634.0,54728.0,398725.0,398725.0,12094.0
AMBRA,2012,429117.0,18521.0,0.0,41540.0,44210.0,69496.0,439137.0,439137.0,14493.0
AMBRA,2013,424552.0,23763.0,0.0,42343.0,42235.0,71732.0,419597.0,419597.0,14248.0
AMBRA,2014,418192.0,30179.0,0.0,40849.0,41550.0,73168.0,418969.0,418969.0,15323.0
AMBRA,2015,396913.0,25163.0,0.0,46065.0,43743.0,40284.0,395320.0,395320.0,16135.0
AMBRA,2016,424140.0,25288.0,0.0,45256.0,44198.0,25097.0,411759.0,411759.0,18861.0
AMBRA,2017,460485.0,32499.0,0.0,53169.0,44055.0,32436.0,412443.0,412443.0,18820.0
AMBRA,2018,495660.0,41889.0,0.0,69035.0,44374.0,13920.0,450609.0,450609.0,21241.0
AMBRA,2019,552416.0,41970.0,0.0,68671.0,44301.0,36998.0,488214.0,488214.0,21060.0
AMBRA,2020,590873.0,44195.0,0.0,78909.0,52676.0,61010.0,572820.0,572820.0,23280.0
AMBRA,2021,673169.0,60430.0,0.0,101194.0,52903.0,13027.0,578721.0,578721.0,23808.0
AMBRA,2022,775648.0,66318.0,38830.0,110289.0,53986.0,49546.0,699918.0,699918.0,33306.0
AMBRA,2023,875811.0,75888.0,45444.0,128009.0,53801.0,51733.0,772039.0,772039.0,28858.0
AMBRA,2024,913810.0,73494.0,46887.0,125840.0,62095.0,65011.0,823901.0,823901.0,34955.0
AMBRA,2025,894895.0,62751.0,49783.0,118654.0,61647.0,52511.0,837197.0,837197.0,39756.0
AMICA,2004,1177815.0,44925.0,44559.0,106908.0,,,766799.0,766799.0,22972.0
AMICA,2005,1124770.0,-9558.0,81798.0,53173.0,,,867993.0,867993.0,0.0
AMICA,2006,1216345.0,-1199.0,108876.0,54878.0,,,941304.0,941304.0,0.0
AMICA,2007,1318044.0,3470.0,117170.0,60189.0,,,925581.0,925581.0,0.0
AMICA,2008,1236483.0,3261.0,113944.0,70957.0,,,976180.0,976180.0,0.0
AMICA,2009,1317567.0,5422.0,118120.0,82568.0,,,940423.0,940423.0,0.0
AMICA,2010,1359594.0,14926.0,115654.0,57734.0,,,780154.0,780154.0,0.0
AMICA,2011,1454300.0,80867.0,101292.0,74566.0,24403.0,62989.0,796893.0,796893.0,23222.0
AMICA,2012,1564973.0,46026.0,145330.0,99244.0,22903.0,74922.0,847919.0,847919.0,0.0
AMICA,2013,1656021.0,89011.0,157751.0,125164.0,23724.0,60678.0,933112.0,933112.0,34899.0
AMICA,2014,2028295.0,77797.0,193502.0,166287.0,23893.0,49403.0,1093863.0,1093863.0,27116.0
AMICA,2015,2090492.0,95432.0,213462.0,183866.0,45599.0,79379.0,1423344.0,1423344.0,23525.0
AMICA,2016,2474889.0,108479.0,266443.0,200551.0,42598.0,74537.0,1491962.0,1491962.0,31262.0
AMICA,2017,2654434.0,151135.0,291852.0,191416.0,39639.0,124932.0,1728047.0,1728047.0,43049.0
AMICA,2018,2927638.0,114595.0,313332.0,205165.0,40492.0,126286.0,1827944.0,1827944.0,23326.0
AMICA,2019,3023308.0,109550.0,341880.0,222546.0,41062.0,174588.0,1933787.0,1933787.0,30101.0
AMICA,2020,3068700.0,150700.0,348600.0,259900.0,43000.0,72200.0,2191700.0,2191700.0,22600.0
AMICA,2021,3433900.0,111200.0,412500.0,215800.0,44200.0,152800.0,2509400.0,2509400.0,45400.0
AMICA,2022,3414900.0,-9700.0,471300.0,86800.0,43800.0,63000.0,2197900.0,2197900.0,26700.0
AMICA,2023,2837900.0,-4000.0,401400.0,137100.0,43800.0,111800.0,1995000.0,1995000.0,0.0
AMICA,2024,2573600.0,13200.0,380500.0,125400.0,37400.0,117700.0,1919200.0,1919200.0,19200.0
AMICA,2025,2477200.0,13200.0,369500.0,131800.0,36600.0,213200.0,2007400.0,2007400.0,15300.0
ANR,2017,145040.0,-8876.0,0.0,-4607.0,0.0,23286.0,84967.0,84967.0,0.0
ANR,2018,220796.0,-8280.0,0.0,-3417.0,0.0,30821.0,111061.0,111061.0,0.0
ANR,2019,311207.0,10874.0,0.0,9613.0,0.0,38991.0,207257.0,207257.0,0.0
ANR,2020,409457.0,8542.0,0.0,30163.0,0.0,34906.0,242523.0,242523.0,0.0
ANR,2021,683525.0,22885.0,0.0,46295.0,0.0,32008.0,398499.0,398499.0,0.0
ANR,2022,973449.0,25873.0,0.0,61763.0,0.0,78336.0,577956.0,577956.0,0.0
ANR,2023,1260058.0,20206.0,0.0,56270.0,26223.0,120600.0,770971.0,770971.0,0.0
ANR,2024,1508642.0,-10041.0,0.0,34352.0,26232.0,109829.0,832039.0,832039.0,0.0
ANR,2025,1628564.0,18340.0,0.0,71411.0,26232.0,212687.0,859995.0,859995.0,0.0
APATOR,2004,190671.0,40129.0,12297.0,53795.0,608.0,7411.0,141578.0,141578.0,9204.0
APATOR,2005,276777.0,45187.0,18836.0,51369.0,608.0,16909.0,187312.0,187312.0,11908.0
APATOR,2006,288900.0,37645.0,18038.0,53942.0,751.0,9365.0,193463.0,193463.0,22174.0
APATOR,2007,311349.0,34673.0,17958.0,55623.0,608.0,4713.0,195613.0,195613.0,19006.0
APATOR,2008,356191.0,22904.0,21959.0,70317.0,38635.0,29027.0,312019.0,312019.0,16773.0
APATOR,2009,366925.0,30793.0,24584.0,64714.0,49446.0,33614.0,304868.0,304868.0,14588.0
APATOR,2010,409222.0,36280.0,27915.0,59888.0,59509.0,35897.0,366688.0,366688.0,17312.0
APATOR,2011,537019.0,51811.0,30445.0,89950.0,63754.0,58299.0,466080.0,466080.0,12684.0
APATOR,2012,668824.0,95720.0,31247.0,116785.0,66248.0,42833.0,504448.0,504448.0,36644.0
APATOR,2013,683990.0,68799.0,35725.0,107269.0,63611.0,46851.0,523485.0,523485.0,41701.0
APATOR,2014,724994.0,84688.0,34124.0,130773.0,93050.0,94008.0,695091.0,695091.0,18555.0
APATOR,2015,768510.0,62841.0,36396.0,110915.0,122685.0,112007.0,794267.0,794267.0,23592.0
APATOR,2016,868821.0,61768.0,38856.0,108621.0,122947.0,139599.0,846721.0,846721.0,32421.0
APATOR,2017,883196.0,43908.0,44748.0,100865.0,119642.0,135653.0,839482.0,839482.0,33048.0
APATOR,2018,827802.0,70405.0,42023.0,132907.0,120245.0,139286.0,839190.0,839190.0,37010.0
APATOR,2019,877593.0,55287.0,39754.0,126288.0,123785.0,139261.0,887836.0,887836.0,39950.0
APATOR,2020,934850.0,62237.0,32238.0,129748.0,125693.0,125218.0,874949.0,874949.0,33048.0
APATOR,2021,940083.0,63336.0,36552.0,150573.0,125777.0,175448.0,999260.0,999260.0,22347.0
APATOR,2022,1081792.0,7205.0,42422.0,87067.0,122275.0,237350.0,1042047.0,1042047.0,14730.0
APATOR,2023,1137174.0,8504.0,44903.0,96546.0,120672.0,162511.0,975198.0,975198.0,14612.0
APATOR,2024,1227799.0,73214.0,48381.0,142446.0,120004.0,90226.0,965357.0,965357.0,17432.0
APATOR,2025,1163471.0,64927.0,49665.0,140990.0,119851.0,92518.0,998601.0,998601.0,17432.0
APLISENS,2007,41213.0,8953.0,561.0,12926.0,,0.0,45006.0,45006.0,5589.0
APLISENS,2008,45163.0,9095.0,534.0,13244.0,,246.0,60160.0,60160.0,11.0
APLISENS,2009,45158.0,7005.0,864.0,11063.0,0.0,0.0,74764.0,74764.0,0.0
APLISENS,2010,59780.0,9729.0,892.0,14879.0,1351.0,0.0,87853.0,87853.0,0.0
APLISENS,2011,69311.0,11451.0,1119.0,20049.0,1351.0,0.0,106532.0,106532.0,0.0
APLISENS,2012,82049.0,14976.0,2055.0,21758.0,1645.0,0.0,121725.0,121725.0,3212.0
APLISENS,2013,80103.0,14597.0,2058.0,22211.0,1645.0,0.0,135754.0,135754.0,3442.0
APLISENS,2014,89322.0,12736.0,2293.0,22037.0,1645.0,0.0,130925.0,130925.0,3502.0
APLISENS,2015,88365.0,13858.0,2117.0,22585.0,1645.0,0.0,139231.0,139231.0,3913.0
APLISENS,2016,94295.0,14411.0,1904.0,21724.0,1645.0,0.0,155565.0,155565.0,3433.0
APLISENS,2017,99845.0,20012.0,2299.0,23861.0,2357.0,0.0,160711.0,160711.0,3874.0
APLISENS,2018,105713.0,14683.0,2794.0,24536.0,2852.0,100.0,174457.0,174457.0,4030.0
APLISENS,2019,118512.0,14752.0,3241.0,25126.0,2862.0,0.0,175439.0,175439.0,4407.0
APLISENS,2020,107993.0,14889.0,2822.0,25049.0,2862.0,0.0,182680.0,182680.0,2976.0
APLISENS,2021,121404.0,17204.0,3451.0,28903.0,2862.0,0.0,192602.0,192602.0,5341.0
APLISENS,2022,147827.0,20737.0,4447.0,33314.0,2862.0,0.0,202411.0,202411.0,7009.0
APLISENS,2023,163201.0,33013.0,6671.0,47619.0,10063.0,0.0,232143.0,232143.0,8861.0
APLISENS,2024,155392.0,21651.0,7118.0,34778.0,10063.0,0.0,236832.0,236832.0,11250.0
APLISENS,2025,148548.0,17431.0,7148.0,29880.0,10063.0,0.0,247201.0,247201.0,11250.0
APR,2013,354858.0,22577.0,40332.0,33241.0,,22584.0,170347.0,170347.0,0.0
APR,2014,425105.0,15110.0,52796.0,27721.0,,56915.0,201573.0,201573.0,32541.0
APR,2015,518638.0,16338.0,63647.0,30115.0,0.0,31357.0,232365.0,232365.0,0.0
APR,2016,705385.0,34489.0,85706.0,49005.0,0.0,37239.0,342149.0,342149.0,0.0
APR,2017,915438.0,34884.0,113666.0,61975.0,0.0,130135.0,505422.0,505422.0,0.0
APR,2018,1154993.0,58642.0,132712.0,89638.0,0.0,68634.0,610999.0,610999.0,0.0
APR,2019,1479373.0,58714.0,172587.0,103859.0,0.0,83582.0,731526.0,731526.0,2603.0
APR,2020,1670441.0,110982.0,185339.0,173787.0,0.0,76597.0,789953.0,789953.0,0.0
APR,2021,2262018.0,186024.0,244304.0,265187.0,0.0,168928.0,1202770.0,1202770.0,13062.0
APR,2022,2834701.0,207268.0,332198.0,314218.0,0.0,210616.0,1570282.0,1570282.0,19593.0
APR,2023,3653384.0,223586.0,402825.0,346228.0,0.0,196135.0,1793923.0,1793923.0,19593.0
APR,2024,4112497.0,207976.0,472542.0,343556.0,0.0,155393.0,2025927.0,2025927.0,19593.0
APR,2025,4270161.0,207869.0,478875.0,349386.0,0.0,19656.0,2074840.0,2074840.0,19593.0
APS-ENERGIA,2011,58008.0,6781.0,4172.0,10704.0,0.0,5241.0,28665.0,28665.0,0.0
APS-ENERGIA,2012,65209.0,6594.0,6627.0,10891.0,0.0,1378.0,32298.0,32298.0,0.0
APS-ENERGIA,2013,62014.0,6165.0,5914.0,10271.0,0.0,1655.0,48590.0,48590.0,0.0
APS-ENERGIA,2014,87195.0,8288.0,5698.0,13237.0,0.0,3127.0,58071.0,58071.0,0.0
APS-ENERGIA,2015,88379.0,3040.0,6322.0,6955.0,0.0,2161.0,65244.0,65244.0,1045.0
APS-ENERGIA,2016,83471.0,2512.0,7176.0,6587.0,0.0,9130.0,90925.0,90925.0,0.0
APS-ENERGIA,2017,95765.0,-2893.0,7513.0,2200.0,0.0,15778.0,89243.0,89243.0,0.0
APS-ENERGIA,2018,123932.0,6841.0,8467.0,14805.0,0.0,5540.0,100766.0,100766.0,0.0
APS-ENERGIA,2019,134758.0,10637.0,10508.0,16112.0,0.0,7250.0,109732.0,109732.0,2537.0
APS-ENERGIA,2020,85404.0,-5377.0,9000.0,728.0,0.0,2500.0,91553.0,91553.0,1409.0
APS-ENERGIA,2021,113257.0,9311.0,10952.0,14178.0,0.0,4585.0,114111.0,114111.0,0.0
APS-ENERGIA,2022,150945.0,508.0,12168.0,7628.0,0.0,1646.0,109245.0,109245.0,0.0
APS-ENERGIA,2023,125993.0,-6784.0,16061.0,450.0,0.0,8499.0,107771.0,107771.0,0.0
APS-ENERGIA,2024,100143.0,-36210.0,18039.0,-15801.0,0.0,9625.0,81916.0,81916.0,0.0
APS-ENERGIA,2025,83208.0,-31076.0,14691.0,-10123.0,0.0,9530.0,87109.0,87109.0,0.0
ARCTIC-PAPER,2008,1269551.0,50311.0,175759.0,122397.0,0.0,38863.0,1120710.0,1120710.0,25731.0
ARCTIC-PAPER,2009,1809085.0,132400.0,237605.0,246575.0,0.0,16849.0,1180310.0,1180310.0,0.0
ARCTIC-PAPER,2010,2287731.0,28817.0,272965.0,146293.0,0.0,292111.0,1910769.0,1910769.0,49309.0
ARCTIC-PAPER,2011,2527189.0,12066.0,294405.0,130740.0,0.0,67242.0,1924531.0,1924531.0,0.0
ARCTIC-PAPER,2012,2600700.0,23412.0,307759.0,102990.0,0.0,197986.0,2043409.0,2043409.0,0.0
ARCTIC-PAPER,2013,3104901.0,-152153.0,298091.0,-30120.0,0.0,142430.0,1784458.0,1784458.0,0.0
ARCTIC-PAPER,2014,3099364.0,78175.0,289419.0,238540.0,0.0,59727.0,1762790.0,1762790.0,0.0
ARCTIC-PAPER,2015,2900460.0,-26570.0,266296.0,219295.0,0.0,82883.0,1813234.0,1813234.0,0.0
ARCTIC-PAPER,2016,2966972.0,61026.0,250257.0,245917.0,0.0,55367.0,1770081.0,1770081.0,0.0
ARCTIC-PAPER,2017,2952806.0,64991.0,348093.0,220628.0,0.0,39440.0,1900325.0,1900325.0,0.0
ARCTIC-PAPER,2018,3158210.0,55889.0,346177.0,223486.0,0.0,223698.0,2156174.0,2156174.0,13857.0
ARCTIC-PAPER,2019,3117118.0,124681.0,336862.0,278031.0,0.0,149983.0,2035753.0,2035753.0,41542.0
ARCTIC-PAPER,2020,2847450.0,103586.0,336524.0,271368.0,9656.0,136278.0,2136645.0,2136645.0,0.0
ARCTIC-PAPER,2021,3412576.0,175907.0,381287.0,359242.0,9540.0,84489.0,2389266.0,2389266.0,20786.0
ARCTIC-PAPER,2022,4894276.0,756822.0,445197.0,973973.0,8847.0,35387.0,3254485.0,3254485.0,27715.0
ARCTIC-PAPER,2023,3549153.0,272388.0,340973.0,475305.0,8230.0,43862.0,2722878.0,2722878.0,187077.0
ARCTIC-PAPER,2024,3434693.0,161105.0,349188.0,298596.0,7835.0,52647.0,2756963.0,2756963.0,69288.0
ARCTIC-PAPER,2025,3286334.0,-43462.0,345352.0,85615.0,8001.0,173722.0,2781319.0,2781319.0,0.0
ARH,2012,108085.0,15721.0,6384.0,25382.0,,36479.0,579272.0,579272.0,0.0
ARH,2013,115974.0,28318.0,5606.0,25448.0,,11390.0,477341.0,477341.0,147676.0
ARH,2014,128655.0,37907.0,7373.0,44037.0,0.0,9529.0,527393.0,527393.0,0.0
ARH,2015,156584.0,42779.0,4929.0,44293.0,0.0,7135.0,541686.0,541686.0,0.0
ARH,2016,282267.0,37312.0,8667.0,45700.0,0.0,3630.0,714714.0,714714.0,21416.0
ARH,2017,330285.0,57282.0,11357.0,67264.0,0.0,11666.0,1031928.0,1031928.0,24000.0
ARH,2018,484474.0,56026.0,12547.0,85680.0,0.0,90134.0,1171439.0,1171439.0,36873.0
ARH,2019,508187.0,97830.0,11577.0,120391.0,0.0,65338.0,1381443.0,1381443.0,47425.0
ARH,2020,669887.0,135197.0,12732.0,193527.0,165.0,37820.0,1460027.0,1460027.0,64946.0
ARH,2021,596310.0,112519.0,13282.0,149975.0,165.0,130454.0,1352522.0,1352522.0,62122.0
ARH,2022,499678.0,110215.0,14921.0,118365.0,165.0,82885.0,1326943.0,1326943.0,31575.0
ARH,2023,1101064.0,245185.0,28884.0,300832.0,166.0,54122.0,2433435.0,2433435.0,54421.0
ARH,2024,742027.0,107242.0,72313.0,168668.0,165.0,47136.0,2826421.0,2826421.0,146825.0
ARH,2025,741591.0,65523.0,91645.0,137534.0,7211.0,0.0,3200712.0,3200712.0,119917.0
ARL,2022,282422.0,26561.0,5207.0,38206.0,,2013.0,218620.0,218620.0,2242.0
ARL,2023,366307.0,34422.0,6241.0,50295.0,,1863.0,262264.0,262264.0,3950.0
ARL,2024,461369.0,52756.0,10929.0,76217.0,,1755.0,312751.0,312751.0,6613.0
ARTIFEX,2013,,,,0.0,,0.0,11460.0,11460.0,
ARTIFEX,2014,16725.0,5689.0,0.0,8018.0,,0.0,18212.0,18212.0,0.0
ARTIFEX,2015,17481.0,7044.0,0.0,9885.0,0.0,0.0,26369.0,26369.0,230.0
ARTIFEX,2016,22696.0,5587.0,0.0,7778.0,0.0,0.0,42972.0,42972.0,0.0
ARTIFEX,2017,20521.0,-3589.0,0.0,-4288.0,0.0,0.0,38981.0,38981.0,0.0
ARTIFEX,2018,20120.0,-10475.0,896.0,-12596.0,0.0,0.0,38941.0,38941.0,0.0
ARTIFEX,2019,16654.0,-13699.0,1263.0,-13001.0,0.0,0.0,27912.0,27912.0,0.0
ARTIFEX,2020,25726.0,8243.0,566.0,11159.0,0.0,0.0,35701.0,35701.0,0.0
ARTIFEX,2021,39101.0,12741.0,9474.0,16512.0,0.0,0.0,48860.0,48860.0,0.0
ARTIFEX,2022,38549.0,12066.0,12979.0,10851.0,0.0,0.0,65006.0,65006.0,0.0
ARTIFEX,2023,82492.0,24919.0,41406.0,25008.0,0.0,0.0,98878.0,98878.0,0.0
ARTIFEX,2024,103528.0,27401.0,52723.0,31376.0,0.0,0.0,133568.0,133568.0,0.0
ARTIFEX,2025,104163.0,27244.0,56898.0,29062.0,0.0,0.0,144830.0,144830.0,0.0
ASBISC,2006,2936098.0,32219.0,50325.0,52177.0,0.0,100054.0,687320.0,687320.0,2794.0
ASBISC,2007,3402542.0,45500.0,61744.0,67296.0,0.0,108686.0,890979.0,890979.0,2338.0
ASBISC,2008,4428848.0,12152.0,102792.0,53783.0,0.0,160426.0,1074808.0,1074808.0,9863.0
ASBISC,2009,3313351.0,-8539.0,77280.0,16492.0,0.0,102061.0,1099711.0,1099711.0,0.0
ASBISC,2010,4253667.0,3859.0,99194.0,36867.0,0.0,154344.0,1380165.0,1380165.0,0.0
ASBISC,2011,5064843.0,19342.0,138135.0,62070.0,0.0,158424.0,1499388.0,1499388.0,0.0
ASBISC,2012,5408424.0,28042.0,128113.0,71545.0,0.0,222353.0,1570608.0,1570608.0,0.0
ASBISC,2013,5784326.0,38289.0,161597.0,103839.0,0.0,431475.0,1879383.0,1879383.0,8337.0
ASBISC,2014,5440263.0,3434.0,149207.0,67107.0,0.0,348135.0,1729611.0,1729611.0,11654.0
ASBISC,2015,4609590.0,-66912.0,119491.0,-1876.0,0.0,338108.0,1488675.0,1488675.0,0.0
ASBISC,2016,4754827.0,19375.0,120523.0,91029.0,0.0,412175.0,1736019.0,1736019.0,0.0
ASBISC,2017,5169424.0,24052.0,120958.0,92749.0,0.0,475170.0,1823933.0,1823933.0,5796.0
ASBISC,2018,7780940.0,45256.0,173059.0,120224.0,1504.0,437862.0,1894141.0,1894141.0,12520.0
ASBISC,2019,7272144.0,57877.0,162971.0,140959.0,2244.0,407011.0,2403135.0,2403135.0,23124.0
ASBISC,2020,8894032.0,137238.0,182436.0,225733.0,2364.0,604960.0,2965047.0,2965047.0,35476.0
ASBISC,2021,12496583.0,312892.0,252881.0,477696.0,2416.0,725538.0,3748139.0,3748139.0,90100.0
ASBISC,2022,11841014.0,333965.0,304679.0,514047.0,1637.0,903672.0,4681429.0,4681429.0,72942.0
ASBISC,2023,12045932.0,208382.0,325602.0,473066.0,2392.0,775167.0,3984101.0,3984101.0,98277.0
ASBISC,2024,12338473.0,222174.0,353409.0,422108.0,2387.0,911869.0,4924766.0,4924766.0,113788.0
ASBISC,2025,12839437.0,209026.0,343856.0,400472.0,2311.0,829544.0,4222993.0,4222993.0,169307.0
ASSECO-BUSINESS-SOLUTIONS,2006,29438.0,3069.0,2517.0,4397.0,,0.0,42491.0,42491.0,0.0
ASSECO-BUSINESS-SOLUTIONS,2007,95977.0,13949.0,4262.0,19791.0,,0.0,215306.0,215306.0,0.0
ASSECO-BUSINESS-SOLUTIONS,2008,168424.0,24122.0,9842.0,38623.0,,0.0,283941.0,283941.0,0.0
ASSECO-BUSINESS-SOLUTIONS,2009,156196.0,22427.0,6292.0,36715.0,,0.0,288916.0,288916.0,14036.0
ASSECO-BUSINESS-SOLUTIONS,2010,168587.0,30092.0,3947.0,46263.0,,0.0,297765.0,297765.0,25064.0
ASSECO-BUSINESS-SOLUTIONS,2011,158125.0,29834.0,4057.0,44821.0,,0.0,288308.0,288308.0,30076.0
ASSECO-BUSINESS-SOLUTIONS,2012,139558.0,26532.0,3210.0,40917.0,,0.0,276597.0,276597.0,32081.0
ASSECO-BUSINESS-SOLUTIONS,2013,145987.0,26828.0,2865.0,43405.0,,0.0,291396.0,291396.0,26400.0
ASSECO-BUSINESS-SOLUTIONS,2014,145024.0,28571.0,8024.0,46090.0,,0.0,284332.0,284332.0,26734.0
ASSECO-BUSINESS-SOLUTIONS,2015,151834.0,33509.0,7853.0,51296.0,,0.0,290039.0,290039.0,28406.0
ASSECO-BUSINESS-SOLUTIONS,2016,168756.0,42446.0,7389.0,62552.0,170938.0,0.0,301682.0,301682.0,33418.0
ASSECO-BUSINESS-SOLUTIONS,2017,212793.0,50138.0,11773.0,76333.0,252879.0,17578.0,358150.0,358150.0,42441.0
ASSECO-BUSINESS-SOLUTIONS,2018,254690.0,62569.0,13386.0,95134.0,252879.0,6650.0,362262.0,362262.0,43444.0
ASSECO-BUSINESS-SOLUTIONS,2019,273860.0,73439.0,12951.0,112183.0,252879.0,0.0,422641.0,422641.0,50127.0
ASSECO-BUSINESS-SOLUTIONS,2020,282116.0,76406.0,12557.0,117828.0,252879.0,0.0,440428.0,440428.0,60153.0
ASSECO-BUSINESS-SOLUTIONS,2021,307432.0,80648.0,18027.0,122068.0,252879.0,0.0,455965.0,455965.0,66836.0
ASSECO-BUSINESS-SOLUTIONS,2022,338515.0,85286.0,17563.0,130799.0,252879.0,0.0,476954.0,476954.0,70847.0
ASSECO-BUSINESS-SOLUTIONS,2023,380540.0,95030.0,19623.0,145070.0,252879.0,0.0,493219.0,493219.0,76862.0
ASSECO-BUSINESS-SOLUTIONS,2024,428812.0,115026.0,21631.0,164241.0,252879.0,0.0,502773.0,502773.0,86887.0
ASSECO-BUSINESS-SOLUTIONS,2025,455350.0,124061.0,22883.0,171534.0,253527.0,0.0,489803.0,489803.0,108905.0
ASSECO-POLAND,2004,482013.0,-1286.0,13868.0,32402.0,,84075.0,530398.0,530398.0,0.0
ASSECO-POLAND,2005,533234.0,44630.0,12710.0,61666.0,,40194.0,696973.0,696973.0,0.0
ASSECO-POLAND,2006,497687.0,75307.0,15522.0,57966.0,,7186.0,685567.0,685567.0,16111.0
ASSECO-POLAND,2007,1282399.0,190690.0,88075.0,274410.0,,61116.0,3256111.0,3256111.0,34220.0
ASSECO-POLAND,2008,2786580.0,399460.0,202936.0,591849.0,,103797.0,5728554.0,5728554.0,95642.0
ASSECO-POLAND,2009,3050252.0,437866.0,220793.0,646053.0,,102082.0,5715316.0,5715316.0,118343.0
ASSECO-POLAND,2010,3237733.0,498894.0,226586.0,694978.0,,108500.0,8465900.0,8465900.0,144448.0
ASSECO-POLAND,2011,4960000.0,607400.0,349100.0,838600.0,,249200.0,9483800.0,9483800.0,233500.0
ASSECO-POLAND,2012,5529100.0,555900.0,399500.0,888900.0,,194800.0,9639400.0,9639400.0,290400.0
ASSECO-POLAND,2013,5898100.0,639000.0,387500.0,875000.0,,163100.0,9934900.0,9934900.0,307900.0
ASSECO-POLAND,2014,6231900.0,528500.0,393800.0,905100.0,,211800.0,10679600.0,10679600.0,215800.0
ASSECO-POLAND,2015,7256200.0,575800.0,451500.0,1007700.0,5554700.0,396500.0,12052100.0,12052100.0,240700.0
ASSECO-POLAND,2016,7932000.0,543600.0,480800.0,1069500.0,5978500.0,438800.0,12791200.0,12791200.0,249800.0
ASSECO-POLAND,2017,7830500.0,616800.0,446800.0,921900.0,7518900.0,395300.0,15405900.0,15405900.0,249800.0
ASSECO-POLAND,2018,9328600.0,593700.0,503900.0,1256300.0,4248900.0,581600.0,12642800.0,12642800.0,249800.0
ASSECO-POLAND,2019,10667400.0,703400.0,568300.0,1611600.0,4576100.0,689400.0,14597900.0,14597900.0,254800.0
ASSECO-POLAND,2020,12190300.0,867900.0,610100.0,1922100.0,5129100.0,703100.0,16704500.0,16704500.0,249800.0
ASSECO-POLAND,2021,14498100.0,1045400.0,798500.0,2245200.0,5452400.0,1017100.0,18570800.0,18570800.0,258100.0
ASSECO-POLAND,2022,17370100.0,1358700.0,1004300.0,2707500.0,5942200.0,1145900.0,20131300.0,20131300.0,278900.0
ASSECO-POLAND,2023,16896500.0,1212600.0,941100.0,2498800.0,5878800.0,1100600.0,18840700.0,18840700.0,290500.0
ASSECO-POLAND,2024,17132000.0,1334500.0,950400.0,2621600.0,6223400.0,1187600.0,20325000.0,20325000.0,249600.0
ASSECO-POLAND,2025,17772700.0,1380200.0,995800.0,2751200.0,6456800.0,1250300.0,19446700.0,19446700.0,268700.0
ASSECO-SOUTH-EASTERN-EUROPE,2008,339166.0,31336.0,15444.0,47771.0,,483.0,631803.0,631803.0,30659.0
ASSECO-SOUTH-EASTERN-EUROPE,2009,436654.0,47379.0,20086.0,60243.0,443867.0,3379.0,683113.0,683113.0,15161.0
ASSECO-SOUTH-EASTERN-EUROPE,2010,450336.0,43600.0,20408.0,57563.0,476399.0,2176.0,728634.0,728634.0,5452.0
ASSECO-SOUTH-EASTERN-EUROPE,2011,461867.0,54653.0,32783.0,63646.0,523149.0,590.0,821016.0,821016.0,13258.0
